id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,net_profit_margin,operating_profit_margin,roe_calculated,roa
364,CANBK,Mar 2017,41457,31540,15691.0,-5775.0,-14,7852,331,1746,29.0,1411,5.0,4.0,443,597.0,34088,534858,26615,596159,7185,0,162073,426901,596159,3.403526545577345,37.84885544057698,4.06804093988756,0.23668182481519193
365,CANBK,Mar 2018,41345,29113,25582.0,-13350.0,-32,7398,456,-6408,-36.0,-3873,-11.0,0.0,444,733.0,36164,563756,30781,631435,8335,0,157444,465657,631435,-9.367517233039061,61.874470915467406,-10.496788356776973,-0.6133647960597687
366,CANBK,Mar 2019,47951,32339,27202.0,-11590.0,-24,9907,429,-2111,-99.0,696,2.0,0.0,445,753.0,36936,640166,33928,711783,8433,0,168678,534672,711783,1.4514817209234425,56.72874392609122,1.8466926689484995,0.09778261071141064
367,CANBK,Mar 2020,49759,35817,26809.0,-12867.0,-26,11799,446,-1514,34.0,-1921,-4.0,0.0,446,1030.0,40176,668170,32064,741440,8323,0,192645,540472,741440,-3.8606081311923472,53.87769046805603,-4.661942435567636,-0.2590904186447993
368,CANBK,Mar 2021,70253,45182,43437.0,-18367.0,-26,23086,838,3882,30.0,2957,4.0,0.0,447,1647.0,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,4.2090729221527905,61.82938806883692,4.73802275276398,0.25069094731844616
369,CANBK,Mar 2022,70614,43035,41235.0,-13657.0,-19,23643,841,9145,37.0,6158,7.0,19.0,448,1814.0,68147,1132626,56202,1258789,11447,2,311347,935992,1258789,8.720650295975302,58.39493584841533,8.802046854676176,0.4892003346073091
370,CANBK,Mar 2023,85885,52990,42772.0,-9877.0,-12,25325,1021,14427,25.0,11345,12.0,19.0,449,1814.0,76240,1237160,65816,1381030,10334,0,352893,1017803,1381030,13.209524363975083,49.80147872154625,14.534809234632434,0.821488309450193
371,CANBK,Mar 2024,110519,72118,46146.0,-7745.0,-7,28646,902,20000,26.0,15401,17.0,19.0,450,1814.0,90319,1369780,73104,1535018,12331,0,399207,1123480,1535018,13.935160470145405,41.753906568101414,16.716051794688113,1.0033107103630055
373,CHOLAFIN,Mar 2013,2570,1410,688.0,472.0,18,1,22,452,32.0,308,4.0,16.0,451,143.0,1809,15269,1007,18228,73,0,172,17984,18228,11.98443579766537,26.770428015564203,15.778688524590164,1.6897081413210446
374,CHOLAFIN,Mar 2014,3279,1769,932.0,578.0,18,1,25,554,34.0,368,5.0,14.0,452,143.0,2144,18075,1182,21544,74,0,39,21431,21544,11.222933821286977,28.42329978652028,16.09094884127678,1.708132194578537
375,CHOLAFIN,Mar 2015,3715,1958,1061.0,696.0,19,0,30,666,33.0,444,6.0,11.0,453,144.0,2531,19950,1243,23868,69,0,25,23775,23868,11.951547779273216,28.559892328398384,16.598130841121495,1.860231271995978
376,CHOLAFIN,Mar 2016,4214,2048,1266.0,899.0,21,2,22,879,35.0,575,7.0,12.0,454,156.0,3514,22546,1673,27889,120,0,16,27753,27889,13.64499288087328,30.042714760322735,15.66757493188011,2.0617447739252035
377,CHOLAFIN,Mar 2017,4694,2228,1322.0,1143.0,24,3,39,1107,35.0,718,9.0,12.0,455,156.0,4142,24071,2230,30598,150,0,182,30266,30598,15.296122709842352,28.163613123135917,16.70544439274081,2.3465585986012156
378,CHOLAFIN,Mar 2018,5559,2657,1451.0,1451.0,26,0,51,1401,34.0,918,12.0,11.0,456,156.0,4969,38330,711,44167,170,4,23,43970,44167,16.51376146788991,26.101816873538407,17.912195121951218,2.078474879434872
379,CHOLAFIN,Mar 2019,7108,3588,1632.0,1888.0,27,1,57,1832,35.0,1197,15.0,8.0,457,156.0,6052,50567,715,57490,167,14,42,57267,57490,16.840180078784467,22.960045019696118,19.281572164948454,2.0821012349973906
380,CHOLAFIN,Mar 2020,8712,4592,2421.0,1699.0,20,0,111,1588,34.0,1054,13.0,13.0,458,164.0,8036,55005,853,64058,283,11,33,63732,64058,12.098255280073463,27.789256198347108,12.853658536585366,1.6453838708670268
381,CHOLAFIN,Mar 2021,9583,4576,2913.0,2094.0,22,56,102,2048,26.0,1521,19.0,11.0,459,164.0,9436,63730,1314,74644,228,10,1583,72823,74644,15.871856412396953,30.397579046227698,15.84375,2.0376721504742514
382,CHOLAFIN,Mar 2022,10148,4298,2926.0,2924.0,29,84,101,2908,26.0,2154,26.0,8.0,460,164.0,11605,69174,1536,82478,259,37,2055,80127,82478,21.225857311785575,28.83326763894363,18.302319653326535,2.6116055190475036
383,CHOLAFIN,Mar 2023,12884,5748,3621.0,3515.0,27,220,121,3615,26.0,2665,32.0,6.0,461,164.0,14182,97358,1923,113627,403,60,3562,109602,113627,20.684570009313877,28.104625892579943,18.576606719643106,2.3453932604046575
384,CHOLAFIN,Mar 2024,19163,9231,5385.0,4548.0,24,255,198,4605,26.0,3420,41.0,5.0,462,168.0,19425,134475,2618,156686,1563,13,4036,151075,156686,17.846892448990243,28.10102802275218,17.455213596692694,2.1827093677801463
386,CIPLA,Mar 2013,8279,34,6065.0,2214.0,27,245,330,2095,26.0,1545,19.0,10.0,464,161.0,8858,967,1672,11658,3610,378,2532,5138,11658,18.661674115231307,73.25763981157145,17.130502272979268,13.252702007205352
387,CIPLA,Mar 2014,10173,146,8026.0,2147.0,21,251,373,1880,25.0,1404,17.0,12.0,465,161.0,9890,1248,2102,13400,6496,442,709,5753,13400,13.80123857269242,78.89511451882434,13.968759327430105,10.477611940298507
388,CIPLA,Mar 2015,11345,168,9183.0,2163.0,19,164,505,1654,24.0,1229,15.0,14.0,466,161.0,10641,1703,3166,15670,6830,581,640,7620,15670,10.832966064345527,80.94314676068753,11.377522680985003,7.84301212507977
389,CIPLA,Mar 2016,13790,207,11310.0,2480.0,18,208,754,1727,19.0,1383,17.0,12.0,467,161.0,11356,5202,4331,21049,9368,2061,759,8862,21049,10.029006526468455,82.01595358955765,12.00833550403751,6.570383391134971
390,CIPLA,Mar 2017,14394,159,11898.0,2496.0,17,208,1323,1222,15.0,1035,13.0,16.0,468,161.0,12383,4113,4213,20869,9492,1683,973,8721,20869,7.190496040016674,82.65944143393081,8.250956632653061,4.959509320044084
391,CIPLA,Mar 2018,15156,114,12329.0,2826.0,19,280,1323,1669,15.0,1417,18.0,17.0,469,161.0,14068,4098,4346,22673,9950,981,1259,10483,22673,9.349432567959884,81.3473211929269,9.958535385480358,6.249724341728047
392,CIPLA,Mar 2019,16362,168,13265.0,3097.0,19,477,1326,2079,27.0,1492,19.0,16.0,470,161.0,14851,4316,4433,23762,9608,676,2554,10923,23762,9.118689646742451,81.07199608849774,9.938715694111377,6.278932749768538
393,CIPLA,Mar 2020,17132,197,13926.0,3206.0,19,344,1175,2178,29.0,1500,19.0,21.0,471,161.0,15602,2816,4843,23423,9683,825,1471,11444,23423,8.755545178613122,81.28648143824422,9.515955084692001,6.403961917773129
394,CIPLA,Mar 2021,19160,161,14907.0,4252.0,22,266,1068,3290,27.0,2389,30.0,17.0,472,161.0,18165,2014,4514,24855,9516,969,2710,11661,24855,12.468684759916492,77.80271398747391,13.036123540325221,9.611748139207403
395,CIPLA,Mar 2022,21763,106,17211.0,4553.0,21,99,1052,3493,27.0,2547,31.0,16.0,473,161.0,20680,1056,4960,26857,9683,766,2551,13857,26857,11.703349722005237,79.08376602490466,12.221102634230602,9.483561082771716
396,CIPLA,Mar 2023,22753,110,17726.0,5027.0,22,293,1172,4038,30.0,2833,35.0,24.0,474,161.0,23246,803,5089,29300,9160,1093,3662,15384,29300,12.45110534874522,77.90621017008746,12.103216986371597,9.668941979522184
397,CIPLA,Mar 2024,25774,90,19483.0,6291.0,24,552,1051,5702,27.0,4154,51.0,25.0,475,161.0,26545,559,5267,32533,9607,1153,5449,16323,32533,16.11701714906495,75.59168153953597,15.554557028383135,12.768573448498447
399,COALINDIA,Mar 2013,68303,46,50216.0,18087.0,26,8752,1813,24979,31.0,17356,27.0,51.0,477,6316.0,42156,1305,61206,110983,13466,3496,2395,91626,110983,25.41030408620412,73.51946473800565,35.80623865324311,15.638431111071066
400,COALINDIA,Mar 2014,70608,59,52842.0,17766.0,25,7169,1996,22880,34.0,15112,24.0,121.0,478,6316.0,36088,178,62356,104938,14784,4316,3775,82063,104938,21.402673917969636,74.83854520734195,35.63814734459013,14.400884331700622
401,COALINDIA,Mar 2015,74120,9,56777.0,17343.0,23,6570,2320,21584,36.0,13727,22.0,95.0,479,6316.0,34037,408,70505,111267,16115,5159,2813,87179,111267,18.519967620075555,76.60145709660011,34.01729735087849,12.336991201344514
402,COALINDIA,Mar 2016,77861,388,59147.0,18714.0,24,5939,2826,21440,33.0,14267,23.0,121.0,480,6316.0,28517,1199,77528,113560,22082,4553,2906,84018,113560,18.323679377351947,75.96486045645446,40.95828668216921,12.563402606551602
403,COALINDIA,Mar 2017,78164,410,65716.0,12448.0,16,5316,2907,14446,36.0,9280,15.0,133.0,481,6207.0,18311,3014,91054,118587,23811,8585,1483,84708,118587,11.872473261347935,84.0745100046057,37.84974304592544,7.8254783407962085
404,COALINDIA,Mar 2018,85244,430,75956.0,9288.0,11,4975,3063,10770,35.0,7038,11.0,146.0,482,6207.0,13971,1538,103754,125471,27574,10273,1704,85920,125471,8.25629956360565,89.10421847871991,34.87957181088314,5.60926429214719
405,COALINDIA,Mar 2019,99586,264,74579.0,25007.0,25,5834,3450,27127,36.0,17464,28.0,46.0,483,6163.0,20292,2210,104356,133021,32618,9658,3170,87576,133021,17.536601530335588,74.88904062820076,66.01398601398601,13.128754106494464
406,COALINDIA,Mar 2020,96080,503,74500.0,21581.0,22,6444,3451,24071,31.0,16700,27.0,44.0,484,6163.0,25994,6434,111430,150020,36784,8328,1973,102936,150020,17.38134887593672,77.53955037468776,51.93270516528283,11.131849086788428
407,COALINDIA,Mar 2021,90026,642,71398.0,18628.0,21,3742,3718,18009,29.0,12702,21.0,78.0,485,6163.0,30355,5884,118649,161051,42405,10490,5950,102206,161051,14.109257325661476,79.3081998533757,34.78284681526918,7.886942645497388
408,COALINDIA,Mar 2022,109715,541,84995.0,24721.0,23,3866,4429,23616,26.0,17378,28.0,60.0,486,6163.0,36980,3514,132780,179436,46677,12897,8921,110942,179436,15.839219796746114,77.46889668687052,40.27999907285075,9.684790120154261
409,COALINDIA,Mar 2023,138252,684,94020.0,44232.0,32,6560,6833,43275,27.0,31723,52.0,47.0,487,6163.0,54680,4331,156222,221396,64547,17622,7139,132087,221396,22.94578016954547,68.00624945751237,52.13911214108443,14.328623823375308
410,COALINDIA,Mar 2024,142324,819,94352.0,47971.0,34,8396,6735,48813,23.0,37369,61.0,42.0,488,6163.0,76567,6523,147217,236470,75668,18960,7110,134731,236470,26.25628846856468,66.29380849329698,45.16982956605826,15.802850255846407
412,DABUR,Mar 2013,6140,5148,992.0,16.0,100,59,85,948,19.0,766,4.0,34.0,490,174.0,1921,1151,1462,4709,1582,93,929,2105,4709,12.47557003257329,16.156351791530945,36.563245823389025,16.266723295816522
413,DABUR,Mar 2014,7058,5897,1162.0,16.0,126,54,97,1136,19.0,916,5.0,33.0,491,174.0,2482,708,1948,5312,1767,22,1076,2447,5312,12.978180787758573,16.463587418532164,34.48795180722892,17.24397590361446
414,DABUR,Mar 2015,7795,6475,1320.0,17.0,154,40,115,1319,19.0,1068,6.0,33.0,492,176.0,3178,734,2019,6106,1877,50,1813,2365,6106,13.701090442591404,16.93393200769724,31.84257602862254,17.490992466426466
415,DABUR,Mar 2016,7780,6261,1518.0,20.0,217,48,133,1554,19.0,1254,7.0,32.0,493,176.0,3995,805,1956,6932,1667,45,2691,2529,6932,16.118251928020566,19.511568123393317,30.064732678014867,18.09001731102135
416,DABUR,Mar 2017,7614,6102,1512.0,20.0,296,54,143,1611,21.0,1280,7.0,31.0,494,176.0,4671,975,1910,7732,1958,42,3240,2492,7732,16.811137378513266,19.858156028368796,26.408087476789767,16.554578375581997
417,DABUR,Mar 2018,7722,6104,1617.0,21.0,291,53,162,1693,20.0,1358,8.0,81.0,495,176.0,5530,938,2058,8702,2028,42,3805,2827,8702,17.586117586117584,20.94017094017094,23.79950928846828,15.605607906228453
418,DABUR,Mar 2019,8515,6775,1740.0,20.0,222,60,177,1725,16.0,1446,8.0,34.0,496,177.0,5455,699,2106,8437,1969,64,3359,3045,8437,16.981796829125074,20.434527304756312,25.67471590909091,17.13879340997985
419,DABUR,Mar 2020,8685,6892,1792.0,21.0,205,50,220,1728,16.0,1448,8.0,37.0,497,177.0,6429,522,2209,9337,2253,147,2800,4137,9337,16.672423719055843,20.63327576280944,21.91946715107478,15.50819320981043
420,DABUR,Mar 2021,9562,7560,2002.0,21.0,325,31,240,2056,18.0,1695,10.0,50.0,498,177.0,7487,509,2661,10833,2243,147,4160,4283,10833,17.72641706755909,20.937042459736457,22.116388308977037,15.646635281085572
421,DABUR,Mar 2022,10889,8637,2252.0,21.0,308,39,253,2269,23.0,1742,10.0,53.0,499,177.0,8205,1030,2872,12284,2308,168,6220,3589,12284,15.997795940857745,20.681421618146754,20.782629444046766,14.181048518397915
422,DABUR,Mar 2023,11530,9367,2162.0,19.0,445,78,311,2219,23.0,1701,10.0,54.0,500,177.0,8796,1174,3505,13652,3579,175,6265,3633,13652,14.752818733738074,18.751084128360798,18.956870611835505,12.459712862584237
423,DABUR,Mar 2024,12404,10004,2400.0,19.0,482,124,399,2359,23.0,1811,10.0,53.0,501,177.0,9689,1365,3885,15116,3815,232,6933,4136,15116,14.600128990648178,19.348597226701063,18.355969997972835,11.980682720296375
425,DIVISLAB,Mar 2013,2145,1329,816.0,38.0,45,3,77,781,23.0,602,23.0,33.0,503,27.0,2474,33,605,3139,909,303,408,1519,3139,28.065268065268068,38.04195804195804,24.070371851259495,19.17808219178082
426,DIVISLAB,Mar 2014,2532,1514,1018.0,40.0,68,3,92,991,22.0,773,29.0,34.0,504,27.0,2937,18,729,3710,1222,144,502,1842,3710,30.529225908372826,40.20537124802528,26.07962213225371,20.835579514824797
427,DIVISLAB,Mar 2015,3115,1942,1173.0,38.0,38,3,136,1072,21.0,852,32.0,31.0,505,27.0,3469,27,883,4405,1309,218,733,2145,4405,27.351524879614768,37.65650080256822,24.37070938215103,19.3416572077185
428,DIVISLAB,Mar 2016,3776,2354,1423.0,38.0,93,5,118,1393,19.0,1126,42.0,24.0,506,53.0,4240,42,562,4898,1439,264,803,2392,4898,29.81991525423729,37.6853813559322,26.22874446773818,22.988975091874234
429,DIVISLAB,Mar 2017,4064,2615,1450.0,36.0,72,3,123,1395,24.0,1060,40.0,25.0,507,53.0,5304,36,762,6155,1559,444,1631,2521,6155,26.08267716535433,35.67913385826771,19.787194325182007,17.221770917952885
430,DIVISLAB,Mar 2018,3891,2622,1269.0,33.0,107,2,142,1231,29.0,877,33.0,30.0,508,53.0,5872,63,797,6785,1996,120,1889,2780,6785,22.539193009509123,32.61372397841172,14.801687763713081,12.92557111274871
431,DIVISLAB,Mar 2019,4946,3072,1874.0,38.0,154,5,169,1855,27.0,1353,51.0,31.0,509,53.0,6904,106,973,8036,2088,492,1946,3511,8036,27.355438738374442,37.88920339668419,19.448037947391118,16.83673469387755
432,DIVISLAB,Mar 2020,5394,3568,1826.0,34.0,186,7,186,1819,24.0,1377,52.0,31.0,510,53.0,7257,39,1183,8531,2782,920,971,3858,8531,25.528364849833146,33.852428624397476,18.83720930232558,16.14113234087446
433,DIVISLAB,Mar 2021,6969,4102,2867.0,41.0,57,2,256,2666,26.0,1984,75.0,27.0,511,53.0,9242,5,1471,10771,3704,711,0,6356,10771,28.46893384990673,41.13933132443679,21.34480903711673,18.419831027759727
434,DIVISLAB,Mar 2022,8960,5075,3885.0,43.0,112,2,312,3684,20.0,2960,112.0,27.0,512,53.0,11675,4,1628,13360,4325,470,72,8493,13360,33.035714285714285,43.359375,25.2387448840382,22.15568862275449
435,DIVISLAB,Mar 2023,7767,5397,2370.0,31.0,344,2,343,2369,23.0,1824,69.0,44.0,513,53.0,12714,4,1654,14425,4722,212,77,9414,14425,23.483970645036695,30.513711857860176,14.286833241951907,12.64471403812825
436,DIVISLAB,Mar 2024,7845,5635,2210.0,28.0,335,4,378,2163,26.0,1600,60.0,50.0,514,53.0,13518,3,1886,15460,4739,778,82,9861,15460,20.395156150414277,28.170809432759718,11.78984599513669,10.34928848641656
438,DLF,Mar 2013,7773,5140,2633.0,34.0,1279,2314,796,802,17.0,667,4.0,48.0,516,340.0,25389,26600,12318,64647,19849,7834,1334,35630,64647,8.580985462498392,33.87366525151164,2.5924054568774535,1.031757080761675
439,DLF,Mar 2014,8298,5805,2493.0,30.0,1133,2463,663,500,-16.0,590,4.0,55.0,517,356.0,27039,24133,12997,64525,18835,5979,891,38820,64525,7.1101470233791275,30.04338394793926,2.1536776784084686,0.9143742735373886
440,DLF,Mar 2015,7649,4635,3014.0,39.0,503,2304,545,668,24.0,507,3.0,66.0,518,356.0,27013,24495,14398,66262,19619,5901,623,40119,66262,6.628317427114655,39.40384363969146,1.8524608133289489,0.7651444266698862
441,DLF,Mar 2016,9926,5960,3966.0,40.0,506,2680,766,1026,55.0,305,2.0,117.0,519,357.0,23712,25264,12396,61729,3943,1779,21310,34697,61729,3.07273826314729,39.955671972597216,1.2671901616186798,0.4940951578674529
442,DLF,Mar 2017,8221,4775,3446.0,42.0,1135,2980,572,1030,22.0,708,4.0,50.0,520,357.0,24216,29202,10179,63954,24640,153,1209,37952,63954,8.612090986497993,41.9170417224182,2.881211085337566,1.1070456890890328
443,DLF,Mar 2018,6707,4329,2378.0,35.0,9722,2951,534,8615,50.0,4477,25.0,8.0,521,357.0,34954,17491,7783,60585,8082,137,20832,31533,60585,66.75115550916952,35.455494259728646,12.678768655659708,7.3896178922175455
444,DLF,Mar 2019,8366,6218,2148.0,26.0,784,2062,225,646,43.0,1314,6.0,33.0,522,441.0,33135,17222,15684,66483,6322,103,21005,39053,66483,15.706430791298112,25.67535261773847,3.913509649749821,1.9764451062677677
445,DLF,Mar 2020,6083,4937,1146.0,19.0,1135,1427,200,653,99.0,-590,-2.0,-85.0,523,495.0,33952,8103,13341,55890,5187,89,18566,32049,55890,-9.699161597895776,18.839388459641622,-1.7127761488663744,-1.0556450169976739
446,DLF,Mar 2021,5414,3945,1469.0,27.0,383,853,159,840,43.0,1083,4.0,45.0,524,495.0,34849,6886,11258,53488,4856,95,19746,28791,53488,20.003694126339123,27.133357960842257,3.0641693073789047,2.024753215674544
447,DLF,Mar 2022,5717,3974,1743.0,30.0,195,625,149,1165,28.0,1500,6.0,49.0,525,495.0,35867,4182,10623,51167,4862,81,19779,26444,51167,26.237537169844323,30.488018191359107,4.125185633353501,2.931576992983759
448,DLF,Mar 2023,5695,3969,1726.0,30.0,317,392,149,1502,27.0,2034,8.0,49.0,526,495.0,37192,3334,11551,52572,4785,61,19481,28245,52572,35.71553994732221,30.307287093942055,5.397086528511158,3.8689796850034237
449,DLF,Mar 2024,6427,4303,2124.0,33.0,531,356,148,2151,24.0,2724,11.0,45.0,527,495.0,38936,4834,14804,59069,3880,71,20138,34981,59069,42.38369379181578,33.04807841916913,6.908270142781061,4.611555976908361
451,DMART,Mar 2013,3341,3126,215.0,6.0,15,43,46,141,34.0,94,2.0,0.0,529,544.0,245,526,176,1492,925,118,16,433,1492,2.8135288835677943,6.435199042202933,11.913814955640051,6.3002680965147455
452,DMART,Mar 2014,4686,4345,341.0,7.0,16,56,57,245,34.0,161,3.0,0.0,530,547.0,409,641,211,1808,1172,89,16,532,1808,3.4357661118224496,7.276995305164319,16.84100418410042,8.904867256637168
453,DMART,Mar 2015,6439,5983,456.0,7.0,20,72,82,323,34.0,212,4.0,0.0,531,562.0,638,904,251,2355,1528,98,15,713,2355,3.292436713775431,7.081845006988663,17.666666666666668,9.00212314225053
454,DMART,Mar 2016,8584,7919,664.0,8.0,17,91,98,492,35.0,320,6.0,0.0,532,562.0,959,1192,389,3102,2094,82,29,897,3102,3.727865796831314,7.735321528424977,21.038790269559502,10.31592520954223
455,DMART,Mar 2017,11898,10929,969.0,8.0,28,122,128,747,36.0,479,8.0,0.0,533,624.0,3218,1497,480,5819,2578,153,26,3063,5819,4.025886703647672,8.144225920322743,12.467464862051015,8.23165492352638
456,DMART,Mar 2018,15033,13680,1353.0,9.0,88,60,159,1222,34.0,806,13.0,0.0,534,624.0,4045,439,540,5648,3400,147,68,2033,5648,5.361537949843678,9.000199560965875,17.262797172842152,14.270538243626063
457,DMART,Mar 2019,20005,18371,1633.0,8.0,48,47,212,1422,37.0,902,14.0,0.0,535,624.0,4963,700,718,7006,4400,377,17,2212,7006,4.508872781804548,8.162959260184955,16.144621442634687,12.874678846702825
458,DMART,Mar 2020,24870,22742,2128.0,9.0,60,69,374,1745,25.0,1301,20.0,0.0,536,648.0,10432,333,663,12076,5948,364,15,5749,12076,5.231202251708886,8.556493767591476,11.74187725631769,10.77343491222259
459,DMART,Mar 2021,24143,22398,1745.0,7.0,194,42,414,1483,26.0,1099,17.0,0.0,537,648.0,11536,393,1079,13655,7009,1020,3,5624,13655,4.5520440707451435,7.227767883030278,9.020026263952726,8.048333943610398
460,DMART,Mar 2022,30976,28474,2502.0,8.0,114,54,498,2064,28.0,1492,23.0,0.0,538,648.0,13030,647,1146,15471,9260,1129,6,5076,15471,4.8166322314049586,8.077221074380166,10.908027489399034,9.64384978346584
461,DMART,Mar 2023,42840,39201,3639.0,8.0,128,67,639,3060,22.0,2378,37.0,0.0,539,648.0,15430,643,1383,18105,11340,829,202,5733,18105,5.550887021475257,8.494397759103641,14.790396815524318,13.134493233913282
462,DMART,Mar 2024,50789,46683,4106.0,8.0,145,58,731,3461,27.0,2536,39.0,0.0,540,651.0,18047,592,1882,21172,13415,935,107,6716,21172,4.993207190533383,8.084427730414067,13.56294790886726,11.978084262233137
464,DRREDDY,Mar 2013,11833,9164,2669.0,23.0,146,100,550,2165,29.0,1527,18.0,17.0,542,85.0,6284,3682,3329,13380,4051,565,197,8567,13380,12.904588861658075,22.555564945491422,23.97550635892605,11.41255605381166
465,DRREDDY,Mar 2014,13415,10164,3251.0,24.0,170,127,648,2646,26.0,1963,23.0,16.0,543,85.0,7780,4477,3563,15906,4641,639,1067,9559,15906,14.632873648900485,24.23406634364517,24.958677685950413,12.341254872375204
466,DRREDDY,Mar 2015,15023,11515,3508.0,23.0,260,108,760,2900,19.0,2336,27.0,15.0,544,85.0,9768,4314,4290,18457,5377,529,2248,10303,18457,15.549490780802769,23.35086201158224,23.708515173043743,12.656444709324374
467,DRREDDY,Mar 2016,15568,11983,3585.0,23.0,295,83,939,2859,26.0,2131,25.0,16.0,545,85.0,12484,3352,4408,20330,6563,772,3833,9162,20330,13.688335046248715,23.028006166495373,16.95441164770467,10.482046237088047
468,DRREDDY,Mar 2017,14196,11724,2472.0,17.0,172,79,1027,1554,19.0,1292,16.0,26.0,546,83.0,12179,4918,4474,21654,6931,3324,2110,9290,21654,9.101155255001409,17.413355874894336,10.536617191322787,5.966565068809458
469,DRREDDY,Mar 2018,14281,11930,2351.0,16.0,155,79,1077,1350,32.0,947,11.0,35.0,547,83.0,12489,5071,4706,22349,6968,3470,2298,9612,22349,6.631188292136406,16.462432602758913,7.532612153993,4.237326054857041
470,DRREDDY,Mar 2019,15448,12270,3178.0,21.0,381,89,1135,2336,17.0,1950,23.0,17.0,548,83.0,13941,3838,4557,22418,7191,2934,2587,9707,22418,12.622993267736923,20.572242361470742,13.904734740444951,8.698367383352663
471,DRREDDY,Mar 2020,17517,15040,2477.0,14.0,670,98,1163,1886,-7.0,2026,24.0,21.0,549,83.0,15516,2210,5414,23223,6850,1535,2678,12160,23223,11.565907404235885,14.140549180795798,12.988012052054618,8.724109718813246
472,DRREDDY,Mar 2021,19048,15173,3874.0,20.0,335,97,1229,2884,32.0,1952,23.0,21.0,550,83.0,17558,3031,5915,26588,8206,1565,2212,14605,26588,10.247795044099119,20.338093238135237,11.06513236211099,7.341657890777794
473,DRREDDY,Mar 2022,21545,17778,3768.0,17.0,555,96,1165,3061,29.0,2182,26.0,23.0,551,83.0,19129,3384,7149,29746,8122,1293,2616,17715,29746,10.127639823624971,17.488976560686933,11.35748490526754,7.335440059167619
474,DRREDDY,Mar 2023,24670,18200,6470.0,26.0,971,143,1250,6048,25.0,4507,54.0,15.0,552,83.0,23203,1347,7576,32209,9219,1030,4986,16974,32209,18.269152817186868,26.22618565058776,19.35497723954307,13.992983327641342
475,DRREDDY,Mar 2024,28011,20078,7933.0,28.0,909,171,1470,7201,23.0,5578,67.0,12.0,553,83.0,28171,2002,8523,38780,10426,1419,4930,22004,38780,19.913605369319196,28.321016743422227,19.74233736816026,14.383702939659617
477,EICHERMOT,Dec 2012,6390,5840,550.0,9.0,136,4,82,600,21.0,475,12.0,17.0,555,27.0,1728,23,2694,4471,992,504,638,2337,4471,7.433489827856025,8.607198748043817,27.065527065527068,10.624021471706554
478,EICHERMOT,Dec 2013,6810,6094,715.0,11.0,93,8,130,671,22.0,525,15.0,21.0,556,27.0,2028,84,3197,5337,1656,464,825,2391,5337,7.709251101321586,10.499265785609397,25.547445255474454,9.83698707138842
479,EICHERMOT,Dec 2014,8738,7621,1118.0,13.0,105,10,220,993,29.0,702,23.0,22.0,557,27.0,2489,58,3829,6403,2309,419,1078,2597,6403,8.033875028610666,12.794689860379949,27.90143084260731,10.963610807434016
480,EICHERMOT,Mar 2016,6173,4484,1690.0,27.0,326,2,137,1877,29.0,1338,49.0,20.0,558,27.0,3626,23,1263,4939,790,94,3388,667,4939,21.675036449052325,27.37728819050705,36.627429509991785,27.090504150637777
481,EICHERMOT,Mar 2017,7033,4859,2174.0,31.0,416,4,154,2433,30.0,1667,61.0,16.0,559,27.0,5318,112,1552,7009,873,374,4987,775,7009,23.702545144319636,30.911417602729983,31.18802619270346,23.783706662862034
482,EICHERMOT,Mar 2018,8965,6156,2809.0,31.0,536,5,223,3116,30.0,1960,72.0,15.0,560,27.0,7003,151,2341,9522,1502,333,5581,2106,9522,21.862799776910204,31.3329615170106,27.880512091038405,20.583910943079182
483,EICHERMOT,Mar 2019,9797,6893,2904.0,30.0,701,7,300,3297,33.0,2203,81.0,15.0,561,27.0,8891,187,2281,11387,1875,450,4923,4140,11387,22.486475451668877,29.641727059303868,24.702848172235928,19.34662334240801
484,EICHERMOT,Mar 2020,9154,6971,2183.0,24.0,572,19,382,2355,22.0,1827,67.0,19.0,562,27.0,9954,249,2220,12450,2378,312,5749,4011,12450,19.958488092637097,23.847498361372075,18.30477908025248,14.674698795180724
485,EICHERMOT,Mar 2021,8720,6937,1783.0,20.0,482,16,451,2203,25.0,1347,49.0,34.0,563,27.0,11411,219,2901,14559,2433,314,3902,7909,14559,15.447247706422019,20.44724770642202,11.776534359153699,9.252009066556768
486,EICHERMOT,Mar 2022,10298,8120,2178.0,21.0,496,19,452,2203,24.0,1677,61.0,34.0,564,27.0,12581,108,3424,16140,2424,505,7721,5490,16140,16.284715478733737,21.149737813167604,13.301078680203046,10.390334572490707
487,EICHERMOT,Mar 2023,14442,10996,3446.0,24.0,908,28,526,3800,23.0,2914,107.0,35.0,565,27.0,14963,288,3919,19198,2690,472,12321,3715,19198,20.177260767206757,23.8609610857222,19.43962641761174,15.178664444212938
488,EICHERMOT,Mar 2024,16536,12206,4329.0,26.0,1521,51,598,5202,23.0,4001,146.0,35.0,566,27.0,18018,419,4650,23115,2914,555,13527,6119,23115,24.195694242864054,26.179245283018872,22.172346910501524,17.309106640709494
