id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,net_profit_margin,operating_profit_margin,roe_calculated,roa
150,ADANIPOWER,Mar 2017,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,218,3857.0,-857,52484,16027,71511,54391,125,164,16831,71511,-27.299257163070394,26.44145737530951,-205.79999999999998,-8.633636783152241
151,ADANIPOWER,Mar 2018,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,219,3857.0,-2968,52835,15804,69528,52137,120,0,17271,69528,-10.35756501182033,26.773049645390074,-236.55793025871765,-3.0246807041767347
152,ADANIPOWER,Mar 2019,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,220,3857.0,3855,46980,13293,67985,50419,350,3,17213,67985,-4.119912912409982,20.86333947412494,-12.759336099585061,-1.4473780981098772
153,ADANIPOWER,Mar 2020,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,221,3857.0,2624,55199,13346,75025,55846,2347,3,16830,75025,-8.595284872298626,21.66389602538915,-35.102607622280516,-3.032322559146951
154,ADANIPOWER,Mar 2021,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,222,3857.0,9256,52519,13175,78806,52851,6439,20,19495,78806,4.84344609282636,33.13374775942947,9.685045374818882,1.6115524198665077
155,ADANIPOWER,Mar 2022,27711,17830,9881.0,36.0,3908,4095,3118,6577,25.0,4912,13.0,0.0,223,3857.0,14600,49145,14379,81981,53274,10270,183,18254,81981,17.725812854101257,35.6573201977554,26.613209080565635,5.991632207462705
156,ADANIPOWER,Mar 2023,38773,28677,10096.0,26.0,4216,3334,3304,7675,-40.0,10727,28.0,0.0,224,3857.0,26019,42350,13596,85821,51451,12880,654,20836,85821,27.666159440848016,26.038738297268715,35.90507430713616,12.499271740017011
157,ADANIPOWER,Mar 2024,50351,32124,18228.0,36.0,9883,3388,3931,20792,0.0,20829,54.0,0.0,225,3857.0,39288,34616,14248,92009,63016,925,374,27694,92009,41.36759945184802,36.20186292228556,48.27674122146251,22.638002804073516
159,AMBUJACEM,Dec 2012,9749,7276,2473.0,25.0,69,78,569,1896,32.0,1292,8.0,43.0,227,308.0,8489,60,3487,12345,5951,524,1581,4289,12345,13.252641296543235,25.36670427736178,14.686825053995682,10.46577561765897
160,AMBUJACEM,Dec 2013,9161,7492,1669.0,18.0,390,67,494,1498,15.0,1278,8.0,44.0,228,309.0,9153,48,3446,12956,6147,698,1714,4399,12956,13.950442091474729,18.218535094422005,13.506658211794548,9.864155603581352
161,AMBUJACEM,Dec 2014,9955,8022,1934.0,19.0,419,66,513,1774,16.0,1487,10.0,46.0,229,310.0,9760,34,3774,13878,6310,692,2097,4780,13878,14.937217478653944,19.427423405323957,14.766633565044687,10.714800403516357
162,AMBUJACEM,Dec 2015,9437,7895,1542.0,16.0,353,92,630,1173,31.0,808,5.0,54.0,230,310.0,9961,35,3827,14133,6170,416,2149,5398,14133,8.562043022146868,16.33993853979019,7.866809463538117,5.717115969716267
163,AMBUJACEM,Dec 2016,20094,16913,3181.0,16.0,441,153,1461,2008,29.0,1434,6.0,50.0,231,397.0,19424,29,12974,32824,21410,582,175,10657,32824,7.136458644371454,15.830596197870012,7.234751021643711,4.368754569826956
164,AMBUJACEM,Dec 2017,23609,19751,3858.0,16.0,335,206,1219,2768,30.0,1945,8.0,47.0,232,397.0,20275,24,14813,35509,20898,667,153,13791,35509,8.238383667245541,16.34122580371892,9.408862229102168,5.477484581373736
165,AMBUJACEM,Dec 2018,26041,22030,4011.0,15.0,232,170,1154,2919,-2.0,2973,11.0,14.0,233,397.0,21973,40,14981,37391,20636,1008,133,15613,37391,11.416612265273992,15.402634307438271,13.29012069736254,7.951111229975128
166,AMBUJACEM,Dec 2019,27104,22507,4597.0,17.0,601,170,1153,3875,28.0,2783,11.0,14.0,234,397.0,23681,41,16059,40178,20701,1554,150,17773,40178,10.267857142857142,16.960596221959857,11.558268959215882,6.926676290507243
167,AMBUJACEM,Dec 2020,24516,19511,5006.0,20.0,288,140,1162,3992,22.0,3107,12.0,151.0,235,397.0,22360,471,16490,39718,20486,2422,167,16643,39718,12.673356175558819,20.41931799641051,13.65294195192688,7.822649680245733
168,AMBUJACEM,Dec 2021,28965,22755,6210.0,21.0,252,146,1152,5164,28.0,3711,14.0,45.0,236,397.0,24957,477,19374,45205,22254,2168,198,20585,45205,12.812014500258934,21.439668565510097,14.636743709079436,8.209268886185155
170,AMBUJACEM,Mar 2024,33160,26760,6400.0,19.0,1401,276,1623,5901,20.0,4738,16.0,12.0,238,440.0,41016,699,23107,65261,32388,2658,849,29365,65261,14.288299155609169,19.300361881785282,11.428984947896565,7.2600787606687
172,APOLLOHOSP,Mar 2013,3769,3157,612.0,16.0,33,103,142,399,26.0,303,22.0,25.0,240,70.0,2677,1213,854,4814,2341,403,527,1543,4814,8.039267710267975,16.23772884054126,11.030214779759739,6.294142085583713
173,APOLLOHOSP,Mar 2014,4357,3681,676.0,16.0,18,119,168,407,25.0,315,23.0,25.0,241,70.0,2907,1344,1029,5350,2681,491,322,1855,5350,7.229745237548772,15.515262795501492,10.581121934833725,5.887850467289719
174,APOLLOHOSP,Mar 2015,5129,4392,737.0,14.0,47,118,212,455,29.0,335,24.0,24.0,242,70.0,3102,1992,1296,6459,3244,533,311,2372,6459,6.531487619418989,14.369272762721778,10.561160151324085,5.1865613872116425
175,APOLLOHOSP,Mar 2016,6150,5465,684.0,11.0,92,180,264,332,29.0,235,17.0,35.0,243,70.0,3262,2834,1195,7360,3997,562,352,2448,7360,3.8211382113821135,11.121951219512196,7.052821128451381,3.192934782608696
176,APOLLOHOSP,Mar 2017,7256,6522,734.0,10.0,60,257,314,222,41.0,131,16.0,38.0,244,70.0,3244,3125,1665,8103,4591,347,406,2759,8103,1.8054024255788312,10.115766262403527,3.952926976463488,1.6166851783290141
177,APOLLOHOSP,Mar 2018,8243,7442,801.0,10.0,24,295,359,171,65.0,60,8.0,59.0,245,70.0,3182,3427,1917,8596,4773,712,352,2759,8596,0.7278903311901006,9.717335921387845,1.8450184501845017,0.6979990693345742
178,APOLLOHOSP,Mar 2019,9617,8548,1070.0,11.0,26,327,396,373,47.0,200,17.0,35.0,246,70.0,3264,3673,2159,9166,4982,822,462,2901,9166,2.0796506186960593,11.126130810023916,5.9988002399520095,2.181976871045167
179,APOLLOHOSP,Mar 2020,11247,9656,1591.0,14.0,222,533,620,660,34.0,432,33.0,18.0,247,70.0,3270,3596,4354,11289,7432,236,434,3187,11289,3.841024273139504,14.145994487418868,12.934131736526947,3.826733988838692
180,APOLLOHOSP,Mar 2021,10560,9420,1140.0,11.0,103,449,573,221,38.0,137,10.0,29.0,248,72.0,4531,4160,2629,11392,6778,234,1343,3037,11392,1.2973484848484849,10.795454545454545,2.976319791440365,1.2025983146067416
181,APOLLOHOSP,Mar 2022,14663,12474,2189.0,15.0,368,379,601,1578,30.0,1108,73.0,16.0,249,72.0,5551,4068,3570,13261,8296,46,816,4104,13261,7.556434563186251,14.928732183045762,19.704783923172684,8.355327652514893
182,APOLLOHOSP,Mar 2023,16612,14548,2065.0,12.0,75,381,615,1144,22.0,844,57.0,26.0,250,72.0,6126,4332,3886,14416,8520,610,574,4712,14416,5.080664579821816,12.430772935227546,13.617295901903839,5.854605993340733
183,APOLLOHOSP,Mar 2024,19059,16665,2394.0,13.0,105,449,687,1362,33.0,935,63.0,26.0,251,72.0,6864,5333,4474,16742,9664,873,986,5219,16742,4.905818773282963,12.56099480560365,13.480392156862745,5.5847568988173455
185,ASIANPAINT,Mar 2013,10504,8767,1737.0,17.0,114,42,155,1655,30.0,1160,12.0,40.0,253,96.0,3288,251,3149,6784,2441,59,296,3989,6784,11.043412033511043,16.536557501904035,34.2789598108747,17.099056603773587
185,ASIANPAINT,Mar 2013,10504,8767,1737.0,17.0,114,42,155,1655,30.0,1160,12.0,40.0,266,96.0,3288,251,3149,6784,2441,59,296,3989,6784,11.043412033511043,16.536557501904035,34.2789598108747,17.099056603773587
186,ASIANPAINT,Mar 2014,12220,10217,2004.0,16.0,124,48,246,1834,31.0,1263,13.0,42.0,254,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,10.335515548281506,16.399345335515548,31.27011636543699,15.640866873065015
186,ASIANPAINT,Mar 2014,12220,10217,2004.0,16.0,124,48,246,1834,31.0,1263,13.0,42.0,267,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,10.335515548281506,16.399345335515548,31.27011636543699,15.640866873065015
187,ASIANPAINT,Mar 2015,13615,11372,2243.0,16.0,142,42,266,2077,31.0,1427,15.0,42.0,255,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,10.481087036356959,16.47447668013221,30.09278785322649,16.008525914292125
187,ASIANPAINT,Mar 2015,13615,11372,2243.0,16.0,142,42,266,2077,31.0,1427,15.0,42.0,268,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,10.481087036356959,16.47447668013221,30.09278785322649,16.008525914292125
188,ASIANPAINT,Mar 2016,14271,11546,2725.0,19.0,213,49,276,2614,32.0,1803,18.0,41.0,256,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,12.634013033424427,19.09466750753276,27.632183908045977,17.075480632635667
188,ASIANPAINT,Mar 2016,14271,11546,2725.0,19.0,213,49,276,2614,32.0,1803,18.0,41.0,269,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,12.634013033424427,19.09466750753276,27.632183908045977,17.075480632635667
