id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,cfo_quality_score,cfo_quality_label,capex_intensity_pct,capex_label,distress_flag,borrowings_x,deleveraging_flag,capital_allocation_label,borrowings_y,total_assets,free_cash_flow,previous_label
1190,UNIONBANK,Mar 2021,20527.0,-601.0,-18861.0,1066.0,100,Strong,2.927851122911287,Normal,NO,977576.0,NO,Growth Investment,977576.0,1082377.0,19926.0,Financial Stress
1195,UNITDSPR,Mar 2014,-552.0,-252.0,1235.0,431.0,40,Weak,45.65217391304348,Normal,NO,,NO,Financial Stress,,,-804.0,Growth Investment
1196,UNITDSPR,Mar 2015,-196.0,3855.0,-4002.0,-343.0,40,Weak,1966.836734693878,High,YES,,NO,Stable,,,3659.0,Financial Stress
1198,UNITDSPR,Mar 2017,647.0,-227.0,-475.0,-56.0,100,Strong,35.08500772797527,Normal,NO,,NO,Growth Investment,,,420.0,Stable
1199,UNITDSPR,Mar 2018,925.0,104.0,-966.0,63.0,100,Strong,11.24324324324324,Normal,NO,,NO,Stable,,,1029.0,Growth Investment
1200,UNITDSPR,Mar 2019,948.0,-66.0,-808.0,74.0,100,Strong,6.962025316455696,Normal,NO,,NO,Growth Investment,,,882.0,Stable
1205,UNITDSPR,Mar 2024,1118.0,226.0,-407.0,937.0,100,Strong,20.21466905187835,Normal,NO,,NO,Stable,,,1344.0,Growth Investment
1222,VEDL,Mar 2017,18083.0,2681.0,-12425.0,8339.0,100,Strong,14.82607974340541,Normal,NO,,NO,Stable,,,20764.0,Growth Investment
1224,VEDL,Mar 2019,23754.0,-10594.0,-10242.0,2918.0,100,Strong,44.59880441188852,Normal,NO,,NO,Growth Investment,,,13160.0,Stable
1235,WIPRO,Mar 2018,8423.0,3595.0,-12998.0,-979.0,100,Strong,42.68075507538882,Normal,NO,,NO,Stable,,,12018.0,Growth Investment
1239,WIPRO,Mar 2022,11080.0,-22321.0,4659.0,-6583.0,100,Strong,201.4530685920578,High,NO,,NO,Growth Investment,,,-11241.0,Stable
1241,WIPRO,Mar 2024,17622.0,1144.0,-18257.0,509.0,100,Strong,6.491885143570538,Normal,NO,,NO,Stable,,,18766.0,Growth Investment
1245,ZOMATO,Mar 2023,-844.0,797.0,-127.0,-174.0,40,Weak,94.43127962085308,High,YES,,NO,Stable,,,-47.0,Financial Stress
1246,ZOMATO,Mar 2024,646.0,-348.0,-207.0,91.0,100,Strong,53.86996904024768,High,NO,,NO,Growth Investment,,,298.0,Stable
1257,ZYDUSLIFE,Mar 2023,2689.0,1542.0,-4400.0,-170.0,100,Strong,57.34473782075121,High,NO,,NO,Stable,,,4231.0,Growth Investment
1258,ZYDUSLIFE,Mar 2024,3228.0,-1492.0,-1810.0,-75.0,100,Strong,46.22057001239158,Normal,NO,,NO,Growth Investment,,,1736.0,Stable
