id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,interest_coverage,asset_turnover,net_debt,high_leverage_flag,icr_label
717,INFY,Mar 2020,90791,68524,22267.0,25.0,2803,170,2893,22007,24.0,16639,39.0,45.0,789,2122.0,63328,4633,21717,91800,23789,954,8792,58265,91800,0.0707868601986249,130.98235294117646,0.98900871459695,4633,False,Has Debt
718,INFY,Mar 2021,100472,72583,27889.0,28.0,2201,195,3267,26628,27.0,19423,45.0,59.0,790,2124.0,74227,5325,25835,107511,25505,922,14205,66879,107511,0.06974368377624393,143.02051282051283,0.9345276297309113,5325,False,Has Debt
719,INFY,Mar 2022,121641,90150,31491.0,26.0,2295,200,3476,30110,26.0,22146,53.0,59.0,791,2098.0,73252,5474,35905,116729,25800,416,20324,70189,116729,0.07264764432647644,157.455,1.0420803742000702,5474,False,Has Debt
720,INFY,Mar 2023,146767,111637,35130.0,24.0,2701,284,4225,33322,28.0,24108,58.0,73.0,792,2069.0,73338,8299,40890,124596,29225,288,19478,75605,124596,0.11005609558794277,123.69718309859155,1.1779431121384314,8299,False,Has Debt
721,INFY,Mar 2024,153670,117245,36425.0,24.0,4711,470,4678,35988,27.0,26248,63.0,,793,2071.0,86045,8359,39545,136020,27622,293,24623,83482,136020,0.09486358890553362,77.5,1.129760329363329,8359,False,Has Debt
723,IOC,Mar 2013,461780,447919,13861.0,3.0,3499,7164,5692,4504,19.0,3627,3.0,36.0,795,2428.0,60609,89671,89170,241878,66774,27240,17351,130514,241878,1.422513761758967,1.9348129536571748,1.9091442793474396,89671,False,Has Debt
724,IOC,Mar 2014,488345,471123,17222.0,4.0,5064,5948,6360,9978,30.0,6967,5.0,30.0,796,2428.0,65485,94916,103124,265953,72554,38061,15895,139443,265953,1.39761165019952,2.8954270342972426,1.8362079013961115,94916,False,Has Debt
725,IOC,Mar 2015,449507,438932,10575.0,2.0,5860,4201,5219,7014,31.0,4872,3.0,33.0,797,2428.0,66404,64893,100158,233883,76781,40378,16069,100655,233883,0.942773709902371,2.5172577957629136,1.9219310509955834,64893,False,Has Debt
726,IOC,Mar 2016,346045,324007,22038.0,6.0,5219,3487,5698,18072,31.0,12413,8.0,28.0,798,2370.0,87610,58552,83184,231715,100033,26219,31185,74278,231715,0.6507223827517226,6.320045884714655,1.4934078501607577,58552,False,Has Debt
727,IOC,Mar 2017,355379,321230,34149.0,10.0,4356,3743,6806,27956,27.0,20385,14.0,45.0,799,4739.0,97357,63271,108352,273719,115958,16778,43687,97295,273719,0.6197206550697383,9.123430403419716,1.2983351539352401,63271,False,Has Debt
728,IOC,Mar 2018,421492,379834,41658.0,10.0,4331,3875,7664,34450,34.0,22626,15.0,90.0,800,9479.0,104395,65650,116336,295860,124053,19130,44806,107871,295860,0.5765143931011468,10.750451612903225,1.424633272493747,65650,False,Has Debt
729,IOC,Mar 2019,528158,492896,35262.0,7.0,4097,4925,8506,25927,33.0,17274,12.0,49.0,801,9181.0,103288,96765,126128,335363,132494,28281,44112,130476,335363,0.8603704131805209,7.159796954314721,1.5748845281083483,96765,False,Has Debt
730,IOC,Mar 2020,483763,467710,16053.0,3.0,-7165,5792,10273,-7177,-74.0,-1876,-1.0,-437.0,802,9181.0,86217,129790,104773,329962,147022,32845,35571,114524,329962,1.3605107025304515,2.7715814917127073,1.4661173104781762,129790,False,Has Debt
731,IOC,Mar 2021,363950,324021,39929.0,11.0,4696,2933,10941,30751,29.0,21762,15.0,51.0,803,9181.0,102657,116649,126658,355145,157085,36291,44717,117053,355145,1.043017578998194,13.613706102966246,1.0247926903095919,116649,False,Has Debt
732,IOC,Mar 2022,589321,541563,47758.0,8.0,4332,5454,12348,34289,25.0,25727,18.0,46.0,804,9181.0,124354,132020,145327,410882,160514,47469,52352,150546,410882,0.9886546598270116,8.756508984231756,1.434282835461276,132020,False,Has Debt
733,IOC,Mar 2023,841756,811073,30683.0,4.0,5124,7588,13181,15038,22.0,11704,7.0,42.0,805,13772.0,125949,148977,153298,441995,180048,51133,52190,158624,441995,1.0662463051366653,4.043621507643648,1.9044468828832906,148977,False,Has Debt
734,IOC,Mar 2024,776352,700706,75646.0,10.0,5389,7881,15866,57288,25.0,43161,30.0,40.0,806,13772.0,169645,132628,166639,482683,195998,61032,65542,160111,482683,0.7230954600718581,9.59852810557036,1.6084096601703395,132628,False,Has Debt
736,IRCTC,Mar 2015,1059,907,152.0,14.0,82,0,20,214,39.0,131,13.0,20.0,808,20.0,424,0,718,1162,155,16,0,990,1162,0.0,,0.9113597246127366,0,False,Debt Free
737,IRCTC,Mar 2016,1367,1176,190.0,14.0,139,0,21,309,39.0,189,19.0,40.0,809,20.0,522,0,895,1437,159,14,0,1264,1437,0.0,,0.9512874043145442,0,False,Debt Free
738,IRCTC,Mar 2017,1520,1206,314.0,21.0,67,3,22,355,35.0,229,11.0,49.0,810,40.0,747,0,1040,1826,170,17,0,1639,1826,0.0,104.66666666666667,0.8324205914567361,0,False,Debt Free
739,IRCTC,Mar 2018,1466,1192,274.0,19.0,99,3,24,346,36.0,221,11.0,21.0,811,40.0,915,0,1365,2319,190,8,0,2122,2319,0.0,91.33333333333333,0.6321690383786115,0,False,Debt Free
740,IRCTC,Mar 2019,1870,1487,383.0,20.0,126,2,29,479,36.0,309,4.0,98.0,812,160.0,911,0,1523,2594,182,40,0,2372,2594,0.0,191.5,0.7208943716268311,0,False,Debt Free
741,IRCTC,Mar 2020,2264,1562,703.0,31.0,77,10,40,730,30.0,513,6.0,39.0,813,160.0,1154,0,1928,3241,285,16,0,2941,3241,0.0,70.3,0.6985498302992903,0,False,Debt Free
742,IRCTC,Mar 2021,777,589,188.0,24.0,124,8,46,258,27.0,187,2.0,43.0,814,160.0,1296,79,1618,3153,311,24,0,2818,3153,0.05425824175824176,23.5,0.24643196955280686,79,False,Has Debt
743,IRCTC,Mar 2022,1879,1005,874.0,47.0,72,11,49,885,26.0,660,8.0,42.0,815,160.0,1710,105,1909,3884,335,26,0,3522,3884,0.05614973262032086,79.45454545454545,0.4837796086508754,105,False,Has Debt
744,IRCTC,Mar 2023,3541,2265,1276.0,36.0,148,16,54,1354,26.0,1006,13.0,44.0,816,160.0,2318,84,2526,5089,351,34,0,4704,5089,0.03389830508474576,79.75,0.6958145018667715,84,False,Has Debt
745,IRCTC,Mar 2024,4270,2804,1466.0,34.0,106,19,57,1496,26.0,1111,14.0,47.0,817,160.0,3070,60,2801,6091,343,443,0,5306,6091,0.018575851393188854,77.15789473684211,0.7010343129207027,60,False,Has Debt
747,IRFC,Mar 2013,5550,22,5528.0,100.0,2,4075,0,1454,64.0,522,222.0,21.0,819,2352.0,4042,58753,5608,70755,13,0,13,70729,70755,9.188770722552393,1.356564417177914,0.07843968624125504,58753,True,Has Debt
748,IRFC,Mar 2014,6197,19,6178.0,100.0,1,4607,0,1572,55.0,701,209.0,6.0,820,3352.0,4210,69917,6451,83930,13,0,11,83906,83930,9.245834435334567,1.3410028217929237,0.07383533897295365,69917,True,Has Debt
749,IRFC,Mar 2015,6939,34,6905.0,100.0,1,4992,0,1914,60.0,758,212.0,20.0,821,3584.0,5098,71270,7696,87647,12,0,9,87626,87647,8.208938032711357,1.383213141025641,0.07916985179184684,71270,True,Has Debt
750,IRFC,Mar 2016,7507,38,7468.0,99.0,1,5519,0,1950,56.0,849,188.0,40.0,822,4526.0,6999,87503,9372,108400,12,0,8,108381,108400,7.592451193058569,1.3531436854502628,0.06925276752767527,87503,True,Has Debt
751,IRFC,Mar 2017,9047,26,9021.0,100.0,0,6888,0,2133,56.0,934,143.0,40.0,823,6526.0,5483,106395,11245,129650,12,0,8,129630,129650,8.85960529602798,1.3096689895470384,0.06978017740069417,106395,True,Has Debt
752,IRFC,Mar 2018,9267,38,9229.0,100.0,1,6638,0,2592,21.0,2055,3.0,18.0,824,6526.0,7402,134006,13534,161468,11,0,14,161443,161468,9.621338311315336,1.3903284121723412,0.057392176778061285,134006,True,Has Debt
753,IRFC,Mar 2019,11134,48,11085.0,100.0,0,8183,0,2902,22.0,2255,2.0,18.0,825,9380.0,15648,173933,7642,206604,11,0,13,206579,206604,6.94953651909861,1.354637663448613,0.05389053454918588,173933,True,Has Debt
754,IRFC,Mar 2020,13421,66,13355.0,100.0,0,10163,0,3192,0.0,3192,3.0,0.0,826,11880.0,18419,234377,10828,275504,11,0,12,275482,275504,7.7354698174857255,1.3140804880448687,0.04871435623439224,234377,True,Has Debt
755,IRFC,Mar 2021,15771,113,15657.0,99.0,0,11237,4,4416,0.0,4416,3.0,31.0,827,13069.0,22845,323145,21423,380482,45,0,12,380424,380482,8.997744612128974,1.3933434190620273,0.041450055455974265,323145,True,Has Debt
756,IRFC,Mar 2022,20299,123,20177.0,99.0,2,14075,14,6090,0.0,6090,5.0,30.0,828,13069.0,27928,388440,20544,449980,38,0,10,449932,449980,9.474839622411396,1.4335346358792185,0.045110893817503,388440,True,Has Debt
757,IRFC,Mar 2023,23722,134,23588.0,99.0,41,17447,14,6167,0.0,6167,5.0,32.0,829,13069.0,31612,418935,26744,490359,19,0,14,490326,490359,9.376133031937513,1.3519802831432337,0.048376801486258024,418935,True,Has Debt
758,IRFC,Mar 2024,26645,133,26513.0,100.0,10,20101,9,6412,0.0,6412,5.0,31.0,830,13069.0,36110,412039,23865,485082,22,4,54,485003,485082,8.378352548852153,1.3189891050196507,0.05492885738906,412039,True,Has Debt
760,ITC,Mar 2013,31618,20398,11221.0,35.0,852,108,859,11106,31.0,7704,6.0,55.0,832,790.0,22368,102,12069,35329,12140,2062,5981,15146,35329,0.0044045254339753,103.89814814814815,0.8949588157038127,102,False,Has Debt
761,ITC,Mar 2014,35306,22227,13080.0,37.0,966,29,965,13052,31.0,9001,7.0,54.0,833,795.0,26442,242,13369,40848,12921,3117,7284,17526,40848,0.00888497264750156,451.0344827586207,0.8643262828045437,242,False,Has Debt
762,ITC,Mar 2015,38817,24566,14252.0,37.0,1229,91,1028,14362,32.0,9779,8.0,52.0,834,802.0,30934,269,13948,45952,15303,2700,6943,21006,45952,0.008476178472397277,156.6153846153846,0.844729282729805,269,False,Has Debt
763,ITC,Mar 2016,39192,24661,14531.0,37.0,1483,78,1077,14859,36.0,9501,8.0,73.0,835,805.0,41875,84,8888,51651,15107,2560,11748,22237,51651,0.0019681349578256793,186.2948717948718,0.7587849218795377,84,False,Has Debt
764,ITC,Mar 2017,42768,27298,15470.0,36.0,1759,49,1153,16026,35.0,10477,8.0,56.0,836,1215.0,45198,46,9440,55898,15893,3730,17581,18694,55898,0.0009911016310085537,315.7142857142857,0.7651078750581416,46,False,Has Debt
765,ITC,Mar 2018,43449,26928,16521.0,38.0,2240,115,1236,17409,34.0,11493,9.0,56.0,837,1220.0,51290,36,11695,64241,16524,5508,22053,20156,64241,0.0006855836983431727,143.66086956521738,0.6763437679986302,36,False,Has Debt
766,ITC,Mar 2019,48340,29802,18537.0,38.0,2080,71,1397,19150,33.0,12836,10.0,56.0,838,1226.0,57915,13,12585,71739,19374,4136,25043,23185,71739,0.00021981366564650582,261.0845070422535,0.6738315281785361,13,False,Has Debt
767,ITC,Mar 2020,49388,30044,19344.0,39.0,2417,81,1645,20035,22.0,15593,12.0,82.0,839,1229.0,64044,277,11760,77311,21713,3256,28663,23678,77311,0.004243714859130115,238.8148148148148,0.6388224185432863,277,False,Has Debt
768,ITC,Mar 2021,49257,32193,17065.0,35.0,2577,58,1646,17938,25.0,13383,11.0,101.0,840,1231.0,59116,271,13143,73761,23298,4011,24871,21580,73761,0.004490695477819941,294.2241379310345,0.6677919225607029,271,False,Has Debt
769,ITC,Mar 2022,60645,40021,20623.0,34.0,1910,60,1732,20740,25.0,15503,12.0,93.0,841,1232.0,61223,249,14491,77196,24232,3226,24841,24898,77196,0.003986870546793691,343.71666666666664,0.7855976993626613,249,False,Has Debt
770,ITC,Mar 2023,70919,45215,25704.0,36.0,2098,78,1809,25915,25.0,19477,15.0,100.0,842,1243.0,67912,306,16370,85831,25851,3003,29415,27561,85831,0.004424842744559323,329.53846153846155,0.8262632382239518,306,False,Has Debt
771,ITC,Mar 2024,70866,44634,26233.0,37.0,2804,80,1816,27140,24.0,20751,16.0,84.0,843,1248.0,73259,303,16944,91754,27820,2861,31114,29959,91754,0.004066731984914169,327.9125,0.7723477995509732,303,False,Has Debt
773,JINDALSTEL,Mar 2013,19807,13701,6106.0,31.0,333,1067,1539,3833,24.0,2952,31.0,5.0,1036,93.0,21159,24618,11202,57073,19429,19230,809,17605,57073,1.1583850931677018,5.722586691658857,0.3470467646698088,24618,False,Has Debt
774,JINDALSTEL,Mar 2014,19286,13487,5799.0,30.0,349,1807,1829,2512,25.0,1896,21.0,7.0,1037,91.0,22519,36368,9935,68913,34989,17811,342,15771,68913,1.6084918177797434,3.2091864969562813,0.27986011347641226,36368,False,Has Debt
775,JINDALSTEL,Mar 2015,19401,13937,5464.0,28.0,-1399,2875,2733,-1543,-6.0,-1452,-14.0,0.0,1038,91.0,20951,45501,8994,75537,46643,9073,1785,18035,75537,2.162389506700884,1.9005217391304348,0.2568410183089082,45501,False,Has Debt
776,JINDALSTEL,Mar 2016,19469,16032,3437.0,18.0,-79,3254,4068,-3964,-22.0,-3087,-32.0,0.0,1039,91.0,32345,46797,13166,92398,65038,11827,392,15142,92398,1.4427487976322604,1.056238475722188,0.2107080239832031,46797,False,Has Debt
777,JINDALSTEL,Mar 2017,21603,16894,4709.0,22.0,-362,3441,3949,-3043,-17.0,-2538,-25.0,0.0,1040,92.0,29959,45850,14674,90575,65932,9716,368,14559,90575,1.5257395760540415,1.3684975297878523,0.23850952249516974,45850,False,Has Debt
778,JINDALSTEL,Mar 2018,33286,26817,6469.0,19.0,-584,3866,3883,-1864,-13.0,-1616,-15.0,0.0,1041,97.0,30288,42962,15884,89230,68450,4978,146,15657,89230,1.413921342767813,1.673305742369374,0.3730359744480556,42962,False,Has Debt
779,JINDALSTEL,Mar 2019,46966,38553,8412.0,18.0,-1470,4264,5480,-2802,-14.0,-2412,-17.0,0.0,1042,97.0,31988,39559,17357,89001,69039,4027,150,15784,89001,1.2329437431821724,1.972795497185741,0.5277019359333042,39559,False,Has Debt
780,JINDALSTEL,Mar 2020,37923,31092,6831.0,18.0,74,3768,3429,-291,37.0,-400,-1.0,0.0,1043,102.0,32035,36824,20780,89742,69381,3126,181,17055,89742,1.1458443538600367,1.8128980891719746,0.4225780570970114,36824,False,Has Debt
781,JINDALSTEL,Mar 2021,34579,23646,10933.0,32.0,313,2753,2414,6078,30.0,4267,36.0,0.0,1044,102.0,31713,29910,16116,77840,54349,1712,1156,20624,77840,0.9401225836869401,3.971304031965129,0.44423175745118193,29910,False,Has Debt
782,JINDALSTEL,Mar 2022,51166,35650,15515.0,30.0,-1840,1888,2097,9690,30.0,6766,56.0,5.0,1045,101.0,35524,13502,27517,76644,45488,2538,470,28147,76644,0.37900350877192984,8.217690677966102,0.6675799801680496,13502,False,Has Debt
783,JINDALSTEL,Mar 2023,53212,43270,9942.0,19.0,-539,1446,2691,5266,25.0,3974,31.0,6.0,1046,100.0,38606,13046,17674,69427,43542,7870,907,17108,69427,0.3370536867669095,6.875518672199171,0.7664453310671641,13046,False,Has Debt
784,JINDALSTEL,Mar 2024,50354,40153,10202.0,20.0,156,1294,2822,6241,5.0,5943,58.0,3.0,1047,100.0,44216,16472,17888,78676,48384,9611,819,19862,78676,0.3716941962270963,7.884080370942813,0.6400172860847018,16472,False,Has Debt
786,JIOFIN,Mar 2023,45,6,39.0,88.0,10,0,0,49,37.0,31,,0.0,1033,2.0,114118,743,66,114930,158,38,108141,6593,114930,0.006510690501226779,,0.00039154267815191856,743,False,Has Debt
787,JIOFIN,Mar 2024,1855,296,1559.0,84.0,429,10,22,1956,18.0,1605,3.0,0.0,1034,6353.0,132794,0,5715,144863,172,3,133292,11395,144863,0.0,155.9,0.012805202156520298,0,False,Debt Free
789,JSWENERGY,Mar 2013,8870,6069,2801.0,32.0,9,963,662,1186,23.0,901,6.0,36.0,1020,1640.0,4564,10377,3798,20378,13925,977,955,4521,20378,1.6726305609284333,2.908618899273105,0.43527333398763374,10377,False,Has Debt
790,JSWENERGY,Mar 2014,8648,5394,3255.0,38.0,-179,1206,810,1060,27.0,760,5.0,43.0,1021,1640.0,4931,10106,2567,19244,13635,615,888,4107,19244,1.5379698676000608,2.699004975124378,0.4493868218665558,10106,False,Has Debt
791,JSWENERGY,Mar 2015,9347,5723,3624.0,39.0,196,1137,790,1892,27.0,1358,8.0,24.0,1022,1640.0,5878,9294,2608,19420,13191,454,1619,4157,19420,1.2362330407023145,3.187335092348285,0.48130792996910404,9294,False,Has Debt
792,JSWENERGY,Mar 2016,9824,5796,4029.0,41.0,340,1498,854,2017,28.0,1460,9.0,22.0,1023,1627.0,8077,14862,3973,28539,20298,321,1012,6908,28539,1.5315333882934872,2.6895861148197597,0.3442307018465959,14862,False,Has Debt
793,JSWENERGY,Mar 2017,8263,4939,3324.0,40.0,221,1685,969,892,30.0,623,4.0,13.0,1024,1628.0,8741,14349,3672,28389,19491,531,1579,6789,28389,1.3838364355289807,1.972700296735905,0.2910634400648138,14349,False,Has Debt
794,JSWENERGY,Mar 2018,8049,5336,2713.0,34.0,47,1456,966,338,75.0,85,0.0,0.0,1025,1640.0,9470,11883,3728,26721,18877,294,2415,5135,26721,1.0695769576957697,1.8633241758241759,0.30122375659593575,11883,False,Has Debt
795,JSWENERGY,Mar 2019,9138,6283,2855.0,31.0,398,1192,1164,897,24.0,684,4.0,24.0,1026,1641.0,10181,10555,3549,25926,17825,400,2451,5251,25926,0.8928269328370834,2.3951342281879193,0.3524647072436936,10555,False,Has Debt
796,JSWENERGY,Mar 2020,8273,5316,2957.0,36.0,376,1051,1738,544,6.0,1081,7.0,15.0,1027,1642.0,10004,9840,3445,24931,16713,391,1854,5974,24931,0.844925296239052,2.813510941960038,0.3318358669929004,9840,False,Has Debt
797,JSWENERGY,Mar 2021,6922,4009,2913.0,42.0,248,896,1167,1099,25.0,823,5.0,41.0,1028,1642.0,12865,8371,3328,26207,15637,473,4052,6045,26207,0.5770317777624595,3.2511160714285716,0.2641279047582707,8371,False,Has Debt
798,JSWENERGY,Mar 2022,8167,4596,3572.0,44.0,575,777,1131,2238,22.0,1743,11.0,19.0,1029,1640.0,15775,8943,4157,30514,14831,2091,6623,6970,30514,0.5135228251507321,4.597168597168597,0.2676476371501606,8943,False,Has Debt
799,JSWENERGY,Mar 2023,10332,7050,3282.0,32.0,674,844,1169,1943,24.0,1480,9.0,22.0,1030,1641.0,16988,25051,4737,48417,25020,4788,6033,12576,48417,1.3447313328681088,3.8886255924170614,0.2133961211971002,25051,False,Has Debt
800,JSWENERGY,Mar 2024,11486,6104,5382.0,47.0,472,2053,1633,2167,20.0,1725,10.0,19.0,1031,1641.0,19191,31573,5362,57767,28946,10285,7035,11501,57767,1.5156009984639016,2.621529469069654,0.19883324389357246,31573,False,Has Debt
802,JSWSTEEL,Mar 2013,38210,31698,6512.0,17.0,-307,1967,2237,1999,42.0,929,4.0,30.0,1007,284.0,16781,21625,18823,57513,34717,5898,1750,15148,57513,1.2672135950776442,3.3106253177427556,0.6643715333924504,21625,False,Has Debt
803,JSWSTEEL,Mar 2014,51220,42051,9169.0,18.0,-1630,3048,3183,1308,70.0,402,2.0,74.0,1008,303.0,20871,35527,20939,77640,47046,9400,663,20531,77640,1.6778596391801266,3.0082020997375327,0.6597114889232355,35527,False,Has Debt
804,JSWSTEEL,Mar 2015,52972,43608,9364.0,18.0,103,3493,3434,2539,32.0,1722,7.0,19.0,1009,303.0,21987,38754,24610,85654,52176,8265,599,24613,85654,1.7386271870794079,2.6807901517320354,0.6184416372848903,38754,False,Has Debt
805,JSWSTEEL,Mar 2016,41546,35124,6422.0,15.0,-1966,3601,3323,-2468,-80.0,-481,-1.0,-67.0,1010,301.0,18665,42204,20737,81907,56140,7271,1195,17302,81907,2.225245175577349,1.7833935018050542,0.5072338139597348,42204,False,Has Debt
806,JSWSTEEL,Mar 2017,55604,43296,12308.0,22.0,18,3768,3430,5128,33.0,3467,15.0,19.0,1011,301.0,22346,43334,22024,88005,58730,4363,1366,23546,88005,1.9134543206605732,3.2664543524416136,0.6318277370603943,43334,False,Has Debt
807,JSWSTEEL,Mar 2018,71933,57017,14916.0,21.0,-177,3701,3387,7651,20.0,6113,26.0,16.0,1012,302.0,27696,39393,24579,91970,57848,5950,1469,26703,91970,1.4069933566683335,4.0302620913266685,0.7821354789605306,39393,False,Has Debt
808,JSWSTEEL,Mar 2019,84757,65827,18930.0,22.0,196,3917,4041,11168,33.0,7524,32.0,16.0,1013,301.0,34494,47396,32606,114797,62644,11889,1894,38370,114797,1.3621497341572064,4.832780188920092,0.7383206878228525,47396,False,Has Debt
809,JSWSTEEL,Mar 2020,73326,61513,11813.0,16.0,-289,4265,4246,3013,-30.0,3919,17.0,15.0,1014,301.0,36298,61423,33798,131820,62085,27191,1259,41285,131820,1.678269898084647,2.7697538100820633,0.5562585343650432,61423,False,Has Debt
810,JSWSTEEL,Mar 2021,79839,59661,20178.0,25.0,473,3957,4679,12015,34.0,7873,33.0,25.0,1015,302.0,46462,62392,39161,148317,64917,32566,8581,42253,148317,1.3341886921563595,5.09931766489765,0.5382997228908352,62392,False,Has Debt
811,JSWSTEEL,Mar 2022,146371,107257,39114.0,27.0,1600,4968,6001,29745,30.0,20938,85.0,25.0,1016,301.0,66996,72237,56951,196485,99880,16905,4940,74760,196485,1.0734059467732588,7.8731884057971016,0.7449474514593989,72237,False,Has Debt
812,JSWSTEEL,Mar 2023,165960,147490,18470.0,11.0,1561,6902,7474,5655,27.0,4139,17.0,25.0,1017,301.0,65394,80853,63991,210539,104452,22166,4806,79115,210539,1.2307329324910572,2.6760359316140248,0.7882625071839422,80853,False,Has Debt
813,JSWSTEEL,Mar 2024,175006,146849,28157.0,16.0,1500,8105,8172,13380,33.0,8973,36.0,25.0,1018,305.0,77364,87984,62245,227898,112461,29676,7246,78515,227898,1.1328071688833383,3.4740283775447254,0.7679137157851319,87984,False,Has Debt
815,KOTAKBANK,Mar 2013,10838,6024,6603.0,-1789.0,-17,5112,179,3144,30.0,2238,15.0,2.0,995,373.0,14894,85561,15006,115835,620,0,40907,74308,115835,5.60430994956442,1.2916666666666667,0.09356412137954849,85561,True,Has Debt
816,KOTAKBANK,Mar 2014,11986,6312,7053.0,-1379.0,-12,5282,208,3695,32.0,2527,16.0,2.0,996,385.0,18699,85937,17176,122197,1264,0,38791,82142,122197,4.503091595053448,1.335289663006437,0.09808751442343101,85937,False,Has Debt
817,KOTAKBANK,Mar 2015,13319,6966,9718.0,-3366.0,-25,8152,237,4550,33.0,3105,20.0,2.0,997,386.0,21770,104258,22049,148464,1385,0,45589,101490,148464,4.70563278570139,1.1921000981354268,0.08971198405000538,104258,False,Has Debt
818,KOTAKBANK,Mar 2016,20402,11123,11541.0,-2263.0,-11,7631,345,5024,32.0,3524,19.0,3.0,998,917.0,32447,179679,27761,240804,1761,0,70274,168769,240804,5.38541541781561,1.512383698073647,0.08472450623743792,179679,True,Has Debt
819,KOTAKBANK,Mar 2017,22324,11458,14832.0,-3965.0,-18,11660,362,7332,32.0,5019,27.0,2.0,999,920.0,37572,205230,32465,276188,1759,0,68462,205967,276188,5.331757248259379,1.2720411663807891,0.08082900053586688,205230,True,Has Debt
820,KOTAKBANK,Mar 2018,25131,12467,16805.0,-4141.0,-16,13682,383,9158,33.0,6258,33.0,2.0,1000,953.0,49535,249840,37392,337720,2543,0,90977,244201,337720,4.948502614482649,1.2282561029089314,0.07441371550396779,249840,False,Has Debt
821,KOTAKBANK,Mar 2019,29831,15187,19758.0,-5114.0,-17,16148,458,10576,33.0,7204,38.0,2.0,1001,954.0,56827,291763,45626,395171,2697,0,103487,288987,395171,5.049462626122774,1.2235570968540996,0.07548883900893537,291763,True,Has Debt
822,KOTAKBANK,Mar 2020,33474,15901,22578.0,-5005.0,-15,16892,465,11422,25.0,8593,45.0,0.0,1002,957.0,65680,326477,50059,443173,2675,0,111197,329301,443173,4.899335204165854,1.3366090457021076,0.07553257982774221,326477,False,Has Debt
823,KOTAKBANK,Mar 2021,32820,12967,29812.0,-9958.0,-30,23588,461,13168,25.0,9990,50.0,2.0,1003,991.0,83348,327110,67405,478854,2554,0,156946,319355,478854,3.878514091938486,1.2638629811768696,0.06853863599343432,327110,False,Has Debt
824,KOTAKBANK,Mar 2022,33741,11554,30699.0,-8512.0,-25,24941,480,15948,25.0,12089,61.0,2.0,1004,992.0,95673,365747,84086,546498,2723,0,164529,379245,546498,3.783654890601562,1.2308648410248186,0.061740390632719605,365747,False,Has Debt
825,KOTAKBANK,Mar 2023,42151,14411,33485.0,-5746.0,-14,25991,599,19646,25.0,14925,75.0,2.0,1005,993.0,110821,418807,89809,620430,3075,0,195338,422017,620430,3.745568533457349,1.2883305759686046,0.06793836532727301,418807,False,Has Debt
826,KOTAKBANK,Mar 2024,56237,22567,47052.0,-13382.0,-24,38037,792,23863,25.0,18213,92.0,2.0,1006,994.0,128978,520374,117321,767667,3510,0,246446,517711,767667,4.003739266919029,1.237006073034151,0.07325702420450533,520374,False,Has Debt
828,LICI,Mar 2019,571508,565587,5920.0,1.0,2615,0,336,8199,68.0,2627,,2.0,988,100.0,710,269401,3157039,3427249,25194,710,2900287,501059,3427249,332.59382716049384,,0.16675415179930025,269401,True,Has Debt
829,LICI,Mar 2020,628043,634989,-6947.0,-1.0,20870,0,379,13544,80.0,2710,,2.0,989,100.0,902,253414,3245419,3499834,28216,734,2976100,494784,3499834,252.90818363273453,,0.1794493681700332,253414,True,Has Debt
830,LICI,Mar 2021,690914,691166,-252.0,0.0,12820,0,417,12151,76.0,2974,7.0,0.0,990,100.0,6784,4,3822637,3829524,17723,148,3517445,294208,3829524,0.0005810575246949448,,0.18041772293371186,4,False,Has Debt
831,LICI,Mar 2022,723606,720280,3326.0,0.0,9248,0,436,12138,66.0,4125,57.0,23.0,991,6325.0,5013,1,4242719,4254059,17770,199,3926212,309878,4254059,8.819897689186806e-05,,0.17009778190664493,1,False,Has Debt
832,LICI,Mar 2023,784628,750420,34207.0,4.0,7800,77,466,41463,13.0,35997,65.0,5.0,992,6325.0,39908,0,4532258,4578491,20473,331,4243008,314678,4578491,0.0,444.24675324675326,0.17137262036771503,0,False,Debt Free
833,LICI,Mar 2024,845966,813188,32779.0,4.0,14829,128,466,47014,13.0,40916,66.0,15.0,993,6325.0,76422,0,5233300,5316047,20667,403,4976133,318844,5316047,0.0,256.0859375,0.15913440945875762,0,False,Debt Free
835,LODHA,Mar 2011,2173,1663,510.0,23.0,145,283,17,355,26.0,264,6.0,0.0,975,108.0,636,5596,3138,9478,991,159,376,7951,9478,7.521505376344086,1.802120141342756,0.22926777801223888,5596,True,Has Debt
836,LODHA,Mar 2012,2954,2229,724.0,25.0,124,254,37,556,32.0,381,9.0,0.0,976,108.0,1018,4259,3883,9268,971,112,181,8003,9268,3.782415630550622,2.8503937007874014,0.3187311178247734,4259,False,Has Debt
837,LODHA,Mar 2015,6236,4769,1467.0,24.0,423,492,128,1269,37.0,798,18.0,0.0,977,108.0,3186,11852,12752,27998,2290,4,595,25008,27998,3.5980570734669097,2.981707317073171,0.22273019501392957,11852,False,Has Debt
838,LODHA,Mar 2016,8249,6123,2126.0,26.0,510,988,450,1198,41.0,703,16.0,0.0,978,108.0,3865,13835,13173,30981,1899,176,611,28295,30981,3.4822552227535866,2.151821862348178,0.26625996578548144,13835,False,Has Debt
