id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,interest_coverage,asset_turnover,net_debt,high_leverage_flag,icr_label
61,ABB,Dec 2012,1653,1451,202.0,12.0,33,0,19,215,33.0,145,68.0,25.0,136,21.0,626,0,260,907,109,1,0,798,907,0.0,,1.822491730981257,0,False,Debt Free
62,ABB,Mar 2014,2276,2009,267.0,12.0,49,0,22,295,33.0,198,93.0,25.0,137,21.0,767,0,351,1139,98,1,0,1040,1139,0.0,,1.9982440737489024,0,False,Debt Free
63,ABB,Mar 2015,2289,1977,312.0,14.0,48,0,15,344,34.0,229,108.0,29.0,138,21.0,916,0,436,1374,96,4,0,1274,1374,0.0,,1.665938864628821,0,False,Debt Free
64,ABB,Mar 2016,2614,2250,365.0,14.0,50,3,14,398,36.0,255,120.0,29.0,139,21.0,1174,0,421,1616,108,3,0,1505,1616,0.0,121.66666666666667,1.6175742574257426,0,False,Debt Free
65,ABB,Mar 2017,2903,2505,398.0,14.0,57,2,16,436,37.0,277,130.0,31.0,140,21.0,1366,0,679,2066,110,6,0,1950,2066,0.0,199.0,1.40513068731849,0,False,Debt Free
66,ABB,Mar 2018,3298,2774,525.0,16.0,117,4,16,621,35.0,401,189.0,29.0,141,21.0,1672,0,723,2416,81,2,0,2333,2416,0.0,131.25,1.365066225165563,0,False,Debt Free
67,ABB,Mar 2019,3679,3074,605.0,16.0,113,2,17,699,36.0,450,212.0,31.0,142,21.0,1987,0,932,2941,105,1,0,2835,2941,0.0,302.5,1.2509350561033663,0,False,Debt Free
68,ABB,Mar 2020,4093,3336,757.0,18.0,114,9,60,803,26.0,593,279.0,90.0,143,21.0,2410,175,940,3547,270,2,0,3275,3547,0.07198683669271905,84.11111111111111,1.153932901043135,175,False,Has Debt
69,ABB,Mar 2021,4310,3388,922.0,21.0,81,18,58,926,25.0,691,325.0,85.0,144,21.0,2581,153,1086,3840,251,1,0,3589,3840,0.058800922367409685,51.22222222222222,1.1223958333333333,153,False,Has Debt
70,ABB,Mar 2022,4913,3832,1082.0,22.0,83,19,66,1080,26.0,799,376.0,73.0,145,21.0,2799,152,1253,4224,271,1,0,3952,4224,0.05390070921985816,56.94736842105263,1.1631155303030303,152,False,Has Debt
71,ABB,Mar 2023,5349,4143,1206.0,23.0,154,16,70,1274,25.0,949,447.0,73.0,146,21.0,3167,113,1254,4556,237,4,0,4315,4556,0.03544542032622334,75.375,1.1740561896400352,113,False,Has Debt
72,ABB,Mar 2024,5849,4396,1453.0,25.0,248,12,71,1618,26.0,1201,565.0,73.0,147,21.0,3678,83,1411,5193,225,10,0,4958,5193,0.022438496891051634,121.08333333333333,1.1263238975544,83,False,Has Debt
86,ADANIENSOL,Mar 2014,0,0,0.0,,0,0,0,0,0.0,0,0.0,,149,0.1,0,0,0,0,0,0,0,0,0,0.0,,,0,False,Debt Free
87,ADANIENSOL,Mar 2015,131,29,101.0,78.0,3,73,37,-5,34.0,-7,0.0,0.0,150,1090.0,-7,9701,708,11492,10573,10,0,909,11492,8.95752539242844,1.3835616438356164,0.011399234249912982,9701,True,Has Debt
88,ADANIENSOL,Mar 2016,2194,267,1927.0,88.0,70,957,560,480,23.0,368,3.0,0.0,151,1100.0,1572,8585,489,11746,10060,258,20,1407,11746,3.2129491017964074,2.013584117032393,0.18678699131619275,8585,False,Has Debt
89,ADANIENSOL,Mar 2017,2876,893,1983.0,69.0,22,904,569,532,22.0,416,4.0,0.0,152,1100.0,1847,8975,890,12811,9853,1343,105,1510,12811,3.045469969460468,2.1935840707964602,0.22449457497463118,8975,False,Has Debt
90,ADANIENSOL,Mar 2018,3944,1118,2826.0,72.0,111,886,579,1472,22.0,1143,10.0,0.0,153,1100.0,4957,10428,781,17265,9291,2353,0,5621,17265,1.7216443784051512,3.1896162528216703,0.22843903851723138,10428,False,Has Debt
91,ADANIENSOL,Mar 2019,7305,4528,2778.0,38.0,336,1391,882,840,33.0,559,5.0,0.0,154,1100.0,6943,20137,4379,32558,24412,694,336,7117,32558,2.50366778565212,1.9971243709561466,0.2243688187235088,20137,False,Has Debt
92,ADANIENSOL,Mar 2020,11416,7158,4258.0,37.0,261,2238,1174,1107,36.0,706,7.0,0.0,155,1100.0,7399,24246,6966,39711,24924,2212,313,12262,39711,2.8528062124955875,1.902591599642538,0.2874770214801944,24246,False,Has Debt
93,ADANIENSOL,Mar 2021,9926,5976,3950.0,40.0,1115,2117,1329,1620,20.0,1290,11.0,0.0,156,1100.0,7819,27095,7219,43234,26987,5255,442,10550,43234,3.0378966251821953,1.8658478979688238,0.22958782439746495,27095,False,Has Debt
94,ADANIENSOL,Mar 2022,11258,7051,4206.0,37.0,1286,2365,1427,1700,27.0,1236,11.0,0.0,157,1100.0,8813,29902,7650,47464,30272,5060,561,11572,47464,3.016443054574801,1.7784355179704017,0.23719029158941513,29902,False,Has Debt
95,ADANIENSOL,Mar 2023,13293,8775,4518.0,34.0,1583,2781,1608,1712,25.0,1281,11.0,0.0,158,1115.0,10634,34270,7913,53932,32645,6200,1370,13716,53932,2.916843986722274,1.6245954692556634,0.24647704516798932,34270,False,Has Debt
96,ADANIENSOL,Mar 2024,16607,10896,5711.0,30.0,611,2767,1776,1780,33.0,1196,10.0,0.0,159,1115.0,11526,37070,8827,58538,38920,3003,766,15849,58538,2.93252116130053,2.063968196602819,0.2836960606785336,37070,False,Has Debt
98,ADANIENT,Mar 2013,46375,40354,6021.0,13.0,1775,3492,2298,2005,39.0,1218,15.0,10.0,170,110.0,21286,69332,21143,111871,48770,29248,323,33529,111871,3.240418769863526,1.7242268041237114,0.41453996120531683,69332,False,Has Debt
99,ADANIENT,Mar 2014,54947,45564,9383.0,17.0,1157,5703,3223,1614,-64.0,2646,20.0,7.0,171,110.0,23647,71980,22365,118102,70579,13574,288,33661,118102,3.0298438355011155,1.6452744169735227,0.4652503767929417,71980,False,Has Debt
100,ADANIENT,Mar 2015,64465,52015,12450.0,19.0,792,7056,3522,2663,14.0,2298,18.0,8.0,172,110.0,25618,83571,21420,130718,83834,6733,744,39407,130718,3.248250932835821,1.7644557823129252,0.4931608500742055,83571,False,Has Debt
101,ADANIENT,Mar 2016,34008,32325,1684.0,5.0,1044,1357,314,1056,7.0,1000,9.0,4.0,173,110.0,13268,19169,9132,41679,10473,7705,805,22696,41679,1.4328748691882194,1.2409727339719971,0.8159504786583172,19169,False,Has Debt
102,ADANIENT,Mar 2017,36533,34631,1902.0,5.0,749,1257,315,1079,25.0,925,9.0,4.0,174,110.0,14026,20846,12630,47611,13668,7731,1042,25170,47611,1.4746745897000566,1.5131264916467781,0.7673226775325029,20846,False,Has Debt
103,ADANIENT,Mar 2018,35924,33886,2038.0,6.0,363,1250,664,487,23.0,594,7.0,6.0,175,110.0,14979,17637,23679,56405,10555,5526,1461,38864,56405,1.1688647359003248,1.6304,0.6368938923854268,17637,False,Has Debt
104,ADANIENT,Mar 2019,40379,38409,1969.0,5.0,504,1625,390,459,32.0,506,7.0,6.0,176,110.0,14646,11243,16537,42536,9020,5765,1511,26240,42536,0.7619273515857956,1.2116923076923076,0.9492900131653188,11243,False,Has Debt
105,ADANIENT,Mar 2020,43403,41108,2294.0,5.0,872,1572,472,1122,29.0,1040,10.0,10.0,177,110.0,16837,12419,17509,46875,10476,7347,1952,27099,46875,0.7328140673865581,1.4592875318066159,0.9259306666666667,12419,False,Has Debt
106,ADANIENT,Mar 2021,39537,37031,2506.0,6.0,494,1377,537,1086,31.0,1046,8.0,12.0,178,110.0,17049,16227,18231,51617,10838,8825,5503,26451,51617,0.9456844804475786,1.8198983297022513,0.7659685762442606,16227,False,Has Debt
107,ADANIENT,Mar 2022,69420,65707,3714.0,5.0,1012,2526,1248,952,50.0,788,7.0,14.0,179,110.0,22147,41604,37726,101586,30123,23544,4292,43627,101586,1.8692546165251382,1.4703087885985748,0.6833618805740949,41604,False,Has Debt
108,ADANIENT,Mar 2023,127540,118722,8818.0,7.0,834,3969,2436,3247,32.0,2422,22.0,6.0,180,114.0,32937,53200,55027,141278,56881,24025,6310,54062,141278,1.6096335965628876,2.2217183169564123,0.9027590990812441,53200,False,Has Debt
109,ADANIENT,Mar 2024,96421,85044,11377.0,12.0,1146,4555,3042,4926,33.0,3335,28.0,5.0,181,114.0,38962,65310,56200,160586,65978,35180,8701,50728,160586,1.671358378544375,2.497694840834248,0.6004321671876751,65310,False,Has Debt
111,ADANIGREEN,Mar 2017,502,98,403.0,80.0,80,334,333,-184,-75.0,-47,0.0,0.0,192,1274.0,-71,4347,610,6160,4341,267,26,1525,6160,3.6134663341645887,1.2065868263473054,0.08149350649350649,4347,False,Has Debt
112,ADANIGREEN,Mar 2018,1480,637,843.0,57.0,42,552,543,-210,-35.0,-138,-1.0,0.0,193,1564.0,-223,9864,4503,15709,9120,1725,87,4777,15709,7.355704697986577,1.5271739130434783,0.09421350818002419,9864,True,Has Debt
113,ADANIGREEN,Mar 2019,2058,532,1526.0,74.0,73,1121,1062,-585,-19.0,-475,-3.0,0.0,194,1564.0,369,11142,1582,14658,10388,743,77,3449,14658,5.764097258147957,1.3612845673505798,0.14040114613180515,11142,True,Has Debt
114,ADANIGREEN,Mar 2020,2549,1098,1450.0,57.0,-111,995,394,-50,23.0,-68,0.0,0.0,195,1564.0,793,14866,1201,18424,12554,1208,476,4186,18424,6.307170131523122,1.4572864321608041,0.13835214937038645,14866,True,Has Debt
115,ADANIGREEN,Mar 2021,3124,883,2241.0,72.0,391,1953,486,193,6.0,182,1.0,0.0,196,1564.0,636,24209,2283,28692,16429,4452,502,7309,28692,11.004090909090909,1.1474654377880185,0.10888052418792694,24209,True,Has Debt
116,ADANIGREEN,Mar 2022,5133,1621,3512.0,68.0,507,2617,849,553,12.0,489,3.0,0.0,197,1564.0,1050,52832,3508,58954,28452,19999,574,10029,58954,20.211170619739864,1.3419946503630111,0.08706788343454218,52832,True,Has Debt
117,ADANIGREEN,Mar 2023,7776,2806,4970.0,64.0,667,2911,1300,1426,32.0,973,6.0,0.0,198,1584.0,5720,54223,5382,66909,48336,5291,1149,12133,66909,7.423740416210296,1.7073170731707317,0.11621754920862665,54223,True,Has Debt
118,ADANIGREEN,Mar 2024,9220,1902,7318.0,79.0,1262,5006,1903,1671,25.0,1260,7.0,0.0,199,1584.0,8250,64858,13394,88086,62284,6427,1515,17860,88086,6.595281675818589,1.4618457850579305,0.10467043571055559,64858,True,Has Debt
120,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,201,401.0,5993,11620,3022,21035,11382,2951,222,6480,21035,1.817328745699093,4.394833948339484,0.17004991680532447,11620,False,Has Debt
121,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,202,414.0,8351,12979,2933,24677,13163,2025,63,9426,24677,1.4807758128921849,2.9877175025588536,0.19572881630668235,12979,False,Has Debt
122,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,203,414.0,10351,17776,3541,32082,20527,1276,260,10020,32082,1.651277287505806,3.3208510638297875,0.19175861853999127,17776,False,Has Debt
123,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,204,414.0,13091,22342,2538,38385,20883,1967,545,14990,38385,1.6543502406516104,4.072064056939502,0.18520255308063047,22342,False,Has Debt
124,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,205,414.0,17112,22214,3629,43369,21054,4514,1161,16641,43369,1.2674883030925481,4.854838709677419,0.19458599460444095,22214,False,Has Debt
125,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,206,414.0,20489,22370,3960,47233,22670,4545,1079,18938,47233,1.0701813136870306,4.532615579480684,0.23972646243092752,22370,False,Has Debt
126,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,207,414.0,23958,27712,4228,56311,28121,4483,782,22924,56311,1.1370425077958313,4.76245487364621,0.19401182717408677,27712,False,Has Debt
127,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,208,406.0,25051,30242,6217,61917,32715,3216,1178,24808,61917,1.1879640177554307,3.0481804202972835,0.1917567065587803,30242,False,Has Debt
128,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,209,406.0,30035,35855,8285,74582,48291,3697,2236,20358,74582,1.1778522387569397,3.852771618625277,0.16827116462417205,35855,False,Has Debt
129,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,210,422.0,41399,47935,8572,98328,62553,4023,3161,28591,98328,1.1461944955883407,3.7452830188679247,0.1741009681881051,47935,False,Has Debt
130,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,211,432.0,44957,53434,13740,112563,72224,6637,7432,26271,112563,1.1772455881380952,4.632670334320778,0.18524737258246493,53434,False,Has Debt
131,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,212,432.0,52346,49470,14751,116999,75148,10936,4289,26627,116999,0.9373223691689719,5.7039882912550315,0.22830109659056916,49470,False,Has Debt
133,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,201,401.0,5993,11620,3022,21035,11382,2951,222,6480,21035,1.817328745699093,4.394833948339484,0.17004991680532447,11620,False,Has Debt
134,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,202,414.0,8351,12979,2933,24677,13163,2025,63,9426,24677,1.4807758128921849,2.9877175025588536,0.19572881630668235,12979,False,Has Debt
135,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,203,414.0,10351,17776,3541,32082,20527,1276,260,10020,32082,1.651277287505806,3.3208510638297875,0.19175861853999127,17776,False,Has Debt
136,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,204,414.0,13091,22342,2538,38385,20883,1967,545,14990,38385,1.6543502406516104,4.072064056939502,0.18520255308063047,22342,False,Has Debt
137,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,205,414.0,17112,22214,3629,43369,21054,4514,1161,16641,43369,1.2674883030925481,4.854838709677419,0.19458599460444095,22214,False,Has Debt
138,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,206,414.0,20489,22370,3960,47233,22670,4545,1079,18938,47233,1.0701813136870306,4.532615579480684,0.23972646243092752,22370,False,Has Debt
139,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,207,414.0,23958,27712,4228,56311,28121,4483,782,22924,56311,1.1370425077958313,4.76245487364621,0.19401182717408677,27712,False,Has Debt
140,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,208,406.0,25051,30242,6217,61917,32715,3216,1178,24808,61917,1.1879640177554307,3.0481804202972835,0.1917567065587803,30242,False,Has Debt
141,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,209,406.0,30035,35855,8285,74582,48291,3697,2236,20358,74582,1.1778522387569397,3.852771618625277,0.16827116462417205,35855,False,Has Debt
142,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,210,422.0,41399,47935,8572,98328,62553,4023,3161,28591,98328,1.1461944955883407,3.7452830188679247,0.1741009681881051,47935,False,Has Debt
143,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,211,432.0,44957,53434,13740,112563,72224,6637,7432,26271,112563,1.1772455881380952,4.632670334320778,0.18524737258246493,53434,False,Has Debt
144,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,212,432.0,52346,49470,14751,116999,75148,10936,4289,26627,116999,0.9373223691689719,5.7039882912550315,0.22830109659056916,49470,False,Has Debt
146,ADANIPOWER,Mar 2013,6692,5732,960.0,14.0,215,1703,1290,-1818,26.0,-2295,-10.0,0.0,214,2393.0,1900,41795,8599,54688,29089,18976,22,6600,54688,9.735616119263918,0.5637110980622431,0.12236688121708601,41795,True,Has Debt
147,ADANIPOWER,Mar 2014,15328,10735,4593.0,30.0,137,4162,1937,-1370,-79.0,-291,-1.0,0.0,215,2872.0,3671,44150,8045,58739,46365,3660,115,8599,58739,6.747669264863212,1.1035559827006247,0.2609509865676978,44150,True,Has Debt
148,ADANIPOWER,Mar 2015,18683,14005,4678.0,25.0,1188,4864,1818,-816,0.0,-816,-3.0,0.0,216,2872.0,2853,44742,8008,58474,45080,191,357,12846,58474,7.815196506550218,0.9617598684210527,0.3195095256011219,44742,True,Has Debt
149,ADANIPOWER,Mar 2016,25377,16575,8802.0,35.0,-201,5560,2666,375,-47.0,551,2.0,0.0,217,3334.0,4134,52729,15597,75794,56941,88,0,18765,75794,7.06065881092662,1.5830935251798561,0.33481542074570547,52729,True,Has Debt
150,ADANIPOWER,Mar 2017,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,218,3857.0,-857,52484,16027,71511,54391,125,164,16831,71511,17.494666666666667,1.013215859030837,0.31625903707121983,52484,True,Has Debt
151,ADANIPOWER,Mar 2018,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,219,3857.0,-2968,52835,15804,69528,52137,120,0,17271,69528,59.43194600674916,0.9759425493716337,0.29202623403520883,52835,True,Has Debt
152,ADANIPOWER,Mar 2019,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,220,3857.0,3855,46980,13293,67985,50419,350,3,17213,67985,6.091804979253112,0.8808555771610395,0.3513127895859381,46980,True,Has Debt
153,ADANIPOWER,Mar 2020,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,221,3857.0,2624,55199,13346,75025,55846,2347,3,16830,75025,8.517049837987965,1.0788334901222953,0.3527890703098967,55199,True,Has Debt
154,ADANIPOWER,Mar 2021,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,222,3857.0,9256,52519,13175,78806,52851,6439,20,19495,78806,4.005109433386716,1.701527614571093,0.3327284724513362,52519,False,Has Debt
155,ADANIPOWER,Mar 2022,27711,17830,9881.0,36.0,3908,4095,3118,6577,25.0,4912,13.0,0.0,223,3857.0,14600,49145,14379,81981,53274,10270,183,18254,81981,2.662675407704394,2.412942612942613,0.33801734548248985,49145,False,Has Debt
156,ADANIPOWER,Mar 2023,38773,28677,10096.0,26.0,4216,3334,3304,7675,-40.0,10727,28.0,0.0,224,3857.0,26019,42350,13596,85821,51451,12880,654,20836,85821,1.4175257731958764,3.0281943611277744,0.4517891891262045,42350,False,Has Debt
157,ADANIPOWER,Mar 2024,50351,32124,18228.0,36.0,9883,3388,3931,20792,0.0,20829,54.0,0.0,225,3857.0,39288,34616,14248,92009,63016,925,374,27694,92009,0.8023177656738903,5.380165289256198,0.5472399439185297,34616,False,Has Debt
159,AMBUJACEM,Dec 2012,9749,7276,2473.0,25.0,69,78,569,1896,32.0,1292,8.0,43.0,227,308.0,8489,60,3487,12345,5951,524,1581,4289,12345,0.006820506991019666,31.705128205128204,0.7897124341838802,60,False,Has Debt
160,AMBUJACEM,Dec 2013,9161,7492,1669.0,18.0,390,67,494,1498,15.0,1278,8.0,44.0,228,309.0,9153,48,3446,12956,6147,698,1714,4399,12956,0.0050729232720355105,24.91044776119403,0.7070855202222909,48,False,Has Debt
161,AMBUJACEM,Dec 2014,9955,8022,1934.0,19.0,419,66,513,1774,16.0,1487,10.0,46.0,229,310.0,9760,34,3774,13878,6310,692,2097,4780,13878,0.0033763654419066533,29.303030303030305,0.7173223807465052,34,False,Has Debt
162,AMBUJACEM,Dec 2015,9437,7895,1542.0,16.0,353,92,630,1173,31.0,808,5.0,54.0,230,310.0,9961,35,3827,14133,6170,416,2149,5398,14133,0.0034076526141563626,16.76086956521739,0.6677280124531239,35,False,Has Debt
163,AMBUJACEM,Dec 2016,20094,16913,3181.0,16.0,441,153,1461,2008,29.0,1434,6.0,50.0,231,397.0,19424,29,12974,32824,21410,582,175,10657,32824,0.00146309469754301,20.790849673202615,0.6121740190104802,29,False,Has Debt
164,AMBUJACEM,Dec 2017,23609,19751,3858.0,16.0,335,206,1219,2768,30.0,1945,8.0,47.0,232,397.0,20275,24,14813,35509,20898,667,153,13791,35509,0.0011609907120743034,18.728155339805824,0.6648736939930722,24,False,Has Debt
165,AMBUJACEM,Dec 2018,26041,22030,4011.0,15.0,232,170,1154,2919,-2.0,2973,11.0,14.0,233,397.0,21973,40,14981,37391,20636,1008,133,15613,37391,0.001788109074653554,23.594117647058823,0.6964510176245621,40,False,Has Debt
166,AMBUJACEM,Dec 2019,27104,22507,4597.0,17.0,601,170,1153,3875,28.0,2783,11.0,14.0,234,397.0,23681,41,16059,40178,20701,1554,150,17773,40178,0.0017027992358169283,27.041176470588237,0.6745980387276619,41,False,Has Debt
167,AMBUJACEM,Dec 2020,24516,19511,5006.0,20.0,288,140,1162,3992,22.0,3107,12.0,151.0,235,397.0,22360,471,16490,39718,20486,2422,167,16643,39718,0.02069692841762974,35.75714285714286,0.6172516239488394,471,False,Has Debt
168,AMBUJACEM,Dec 2021,28965,22755,6210.0,21.0,252,146,1152,5164,28.0,3711,14.0,45.0,236,397.0,24957,477,19374,45205,22254,2168,198,20585,45205,0.01881359943204228,42.534246575342465,0.6407477048999004,477,False,Has Debt
170,AMBUJACEM,Mar 2024,33160,26760,6400.0,19.0,1401,276,1623,5901,20.0,4738,16.0,12.0,238,440.0,41016,699,23107,65261,32388,2658,849,29365,65261,0.01686125048243921,23.18840579710145,0.5081135747230352,699,False,Has Debt
172,APOLLOHOSP,Mar 2013,3769,3157,612.0,16.0,33,103,142,399,26.0,303,22.0,25.0,240,70.0,2677,1213,854,4814,2341,403,527,1543,4814,0.4415726246814707,5.941747572815534,0.7829248026589115,1213,False,Has Debt
173,APOLLOHOSP,Mar 2014,4357,3681,676.0,16.0,18,119,168,407,25.0,315,23.0,25.0,241,70.0,2907,1344,1029,5350,2681,491,322,1855,5350,0.4514612025529056,5.680672268907563,0.814392523364486,1344,False,Has Debt
174,APOLLOHOSP,Mar 2015,5129,4392,737.0,14.0,47,118,212,455,29.0,335,24.0,24.0,242,70.0,3102,1992,1296,6459,3244,533,311,2372,6459,0.6279949558638083,6.245762711864407,0.7940857717912989,1992,False,Has Debt
175,APOLLOHOSP,Mar 2016,6150,5465,684.0,11.0,92,180,264,332,29.0,235,17.0,35.0,243,70.0,3262,2834,1195,7360,3997,562,352,2448,7360,0.8505402160864346,3.8,0.8355978260869565,2834,False,Has Debt
176,APOLLOHOSP,Mar 2017,7256,6522,734.0,10.0,60,257,314,222,41.0,131,16.0,38.0,244,70.0,3244,3125,1665,8103,4591,347,406,2759,8103,0.9429692214846107,2.8560311284046693,0.8954708132790324,3125,False,Has Debt
177,APOLLOHOSP,Mar 2018,8243,7442,801.0,10.0,24,295,359,171,65.0,60,8.0,59.0,245,70.0,3182,3427,1917,8596,4773,712,352,2759,8596,1.0538130381303814,2.7152542372881356,0.9589343880874825,3427,False,Has Debt
178,APOLLOHOSP,Mar 2019,9617,8548,1070.0,11.0,26,327,396,373,47.0,200,17.0,35.0,246,70.0,3264,3673,2159,9166,4982,822,462,2901,9166,1.1016796640671866,3.27217125382263,1.0492035784420686,3673,False,Has Debt
179,APOLLOHOSP,Mar 2020,11247,9656,1591.0,14.0,222,533,620,660,34.0,432,33.0,18.0,247,70.0,3270,3596,4354,11289,7432,236,434,3187,11289,1.0766467065868264,2.9849906191369606,0.996279564177518,3596,False,Has Debt
180,APOLLOHOSP,Mar 2021,10560,9420,1140.0,11.0,103,449,573,221,38.0,137,10.0,29.0,248,72.0,4531,4160,2629,11392,6778,234,1343,3037,11392,0.9037584184227677,2.538975501113586,0.9269662921348315,4160,False,Has Debt
181,APOLLOHOSP,Mar 2022,14663,12474,2189.0,15.0,368,379,601,1578,30.0,1108,73.0,16.0,249,72.0,5551,4068,3570,13261,8296,46,816,4104,13261,0.723457229237062,5.775725593667546,1.1057235502601614,4068,False,Has Debt
182,APOLLOHOSP,Mar 2023,16612,14548,2065.0,12.0,75,381,615,1144,22.0,844,57.0,26.0,250,72.0,6126,4332,3886,14416,8520,610,574,4712,14416,0.6989351403678606,5.41994750656168,1.152330743618202,4332,False,Has Debt
183,APOLLOHOSP,Mar 2024,19059,16665,2394.0,13.0,105,449,687,1362,33.0,935,63.0,26.0,251,72.0,6864,5333,4474,16742,9664,873,986,5219,16742,0.7688869665513264,5.33184855233853,1.1383944570541153,5333,False,Has Debt
185,ASIANPAINT,Mar 2013,10504,8767,1737.0,17.0,114,42,155,1655,30.0,1160,12.0,40.0,253,96.0,3288,251,3149,6784,2441,59,296,3989,6784,0.0741725768321513,41.357142857142854,1.5483490566037736,251,False,Has Debt
185,ASIANPAINT,Mar 2013,10504,8767,1737.0,17.0,114,42,155,1655,30.0,1160,12.0,40.0,266,96.0,3288,251,3149,6784,2441,59,296,3989,6784,0.0741725768321513,41.357142857142854,1.5483490566037736,251,False,Has Debt
186,ASIANPAINT,Mar 2014,12220,10217,2004.0,16.0,124,48,246,1834,31.0,1263,13.0,42.0,254,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,0.06164892300074276,41.75,1.513312693498452,249,False,Has Debt
186,ASIANPAINT,Mar 2014,12220,10217,2004.0,16.0,124,48,246,1834,31.0,1263,13.0,42.0,267,96.0,3943,249,3787,8075,2562,72,1424,4019,8075,0.06164892300074276,41.75,1.513312693498452,249,False,Has Debt
187,ASIANPAINT,Mar 2015,13615,11372,2243.0,16.0,142,42,266,2077,31.0,1427,15.0,42.0,255,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,0.08814846056516237,53.404761904761905,1.5273726722010321,418,False,Has Debt
187,ASIANPAINT,Mar 2015,13615,11372,2243.0,16.0,142,42,266,2077,31.0,1427,15.0,42.0,268,96.0,4646,418,3754,8914,2660,196,1588,4471,8914,0.08814846056516237,53.404761904761905,1.5273726722010321,418,False,Has Debt
188,ASIANPAINT,Mar 2016,14271,11546,2725.0,19.0,213,49,276,2614,32.0,1803,18.0,41.0,256,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,0.04950191570881226,55.61224489795919,1.351548442087319,323,False,Has Debt
188,ASIANPAINT,Mar 2016,14271,11546,2725.0,19.0,213,49,276,2614,32.0,1803,18.0,41.0,269,96.0,6429,323,3711,10559,3416,107,2712,4324,10559,0.04950191570881226,55.61224489795919,1.351548442087319,323,False,Has Debt
189,ASIANPAINT,Mar 2017,15062,12068,2994.0,20.0,338,37,335,2960,32.0,2016,20.0,51.0,257,96.0,7508,560,4241,12405,3304,258,2652,6192,12405,0.07364544976328248,80.91891891891892,1.2141878274889157,560,False,Has Debt
